#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2016 04 15 01 10 294  6.7 999 99.0 9999
2016 04 15 01 20 299  6.6 999 99.0 9999
2016 04 15 01 30 300  7.2 999 99.0 9999
2016 04 15 01 40 302  6.3 999 99.0 9999
2016 04 15 01 50 301  5.8 306  9.3 0123
2016 04 15 02 00 295  6.5 999 99.0 9999
2016 04 15 02 10 292  6.2 999 99.0 9999
2016 04 15 02 20 294  6.3 999 99.0 9999
2016 04 15 02 30 295  6.0 999 99.0 9999
2016 04 15 02 40 303  7.7 999 99.0 9999
2016 04 15 02 50 301  6.0 293 10.3 0210
2016 04 15 03 00 302  5.0 999 99.0 9999
2016 04 15 03 10 294  6.0 999 99.0 9999
2016 04 15 03 20 291  5.5 999 99.0 9999
2016 04 15 03 30 294  5.6 999 99.0 9999
2016 04 15 03 40 293  5.3 999 99.0 9999
2016 04 15 03 50 291  5.4 298  7.9 0343
2016 04 15 04 00 285  4.4 999 99.0 9999
2016 04 15 04 10 288  4.5 999 99.0 9999
2016 04 15 04 20 288  4.9 999 99.0 9999
2016 04 15 04 30 286  4.5 999 99.0 9999
2016 04 15 04 40 283  4.2 999 99.0 9999
2016 04 15 04 50 276  4.3 293  7.8 0422
2016 04 15 05 00 274  4.9 999 99.0 9999
2016 04 15 05 10 273  4.1 999 99.0 9999
2016 04 15 05 20 272  2.3 999 99.0 9999
2016 04 15 05 30 272  2.0 999 99.0 9999
2016 04 15 05 40 276  1.9 999 99.0 9999
2016 04 15 05 50 282  1.5 273  8.4 0454
2016 04 15 06 00 289  2.3 999 99.0 9999
2016 04 15 06 10 283  2.4 999 99.0 9999
2016 04 15 06 20 276  2.1 999 99.0 9999
2016 04 15 06 30 275  3.6 999 99.0 9999
2016 04 15 06 40 268  4.6 999 99.0 9999
2016 04 15 06 50 280  3.8 287  7.4 0625
2016 04 15 07 00 282  0.7 999 99.0 9999
2016 04 15 07 10 277  0.7 999 99.0 9999
2016 04 15 07 20 281  1.4 999 99.0 9999
2016 04 15 07 30 273  1.0 999 99.0 9999
2016 04 15 07 40 266  1.0 999 99.0 9999
2016 04 15 07 50 264  0.8 284  5.2 0722
2016 04 15 08 00 275  1.1 999 99.0 9999
2016 04 15 08 10 262  1.4 999 99.0 9999
2016 04 15 08 20 261  1.2 999 99.0 9999
2016 04 15 08 30 262  1.0 999 99.0 9999
2016 04 15 08 40 254  0.8 999 99.0 9999
2016 04 15 08 50 250  1.5 254  6.3 0849
2016 04 15 09 00 249  2.4 999 99.0 9999
2016 04 15 09 10 243  1.1 999 99.0 9999
2016 04 15 09 20 237  0.8 999 99.0 9999
2016 04 15 09 30 228  1.0 999 99.0 9999
2016 04 15 09 40 221  0.8 999 99.0 9999
2016 04 15 09 50 242  1.4 247  5.2 0857
2016 04 15 10 00 240  1.3 999 99.0 9999
2016 04 15 10 10 234  1.3 999 99.0 9999
2016 04 15 10 20 242  2.8 999 99.0 9999
2016 04 15 10 30 240  2.6 999 99.0 9999
2016 04 15 10 40 237  2.2 999 99.0 9999
2016 04 15 10 50 236  3.8 241  6.6 1044
2016 04 15 11 00 236  2.8 999 99.0 9999
2016 04 15 11 10 236  2.6 999 99.0 9999
2016 04 15 11 20 232  2.8 999 99.0 9999
2016 04 15 11 30 229  2.5 999 99.0 9999
2016 04 15 11 40 219  2.7 999 99.0 9999
2016 04 15 11 50 212  2.9 253  6.0 1052
2016 04 15 12 00 202  3.0 999 99.0 9999
2016 04 15 12 10 208  3.2 999 99.0 9999
2016 04 15 12 20 214  3.8 999 99.0 9999
2016 04 15 12 30 216  3.8 999 99.0 9999
2016 04 15 12 40 212  3.6 999 99.0 9999
2016 04 15 12 50 209  3.3 228  5.9 1240
2016 04 15 13 00 207  3.8 999 99.0 9999
2016 04 15 13 10 207  3.4 999 99.0 9999
2016 04 15 13 20 209  3.3 999 99.0 9999
2016 04 15 13 30 209  4.4 999 99.0 9999
2016 04 15 13 40 205  3.3 999 99.0 9999
2016 04 15 13 50 200  3.6 183  6.7 1349
2016 04 15 14 00 198  3.8 999 99.0 9999
2016 04 15 14 10 203  3.7 999 99.0 9999
2016 04 15 14 20 213  3.0 999 99.0 9999
2016 04 15 14 30 216  4.3 999 99.0 9999
2016 04 15 14 40 212  3.7 999 99.0 9999
2016 04 15 14 50 216  4.1 226  6.6 1423
2016 04 15 15 00 214  3.5 999 99.0 9999
2016 04 15 15 10 215  3.0 999 99.0 9999
2016 04 15 15 20 216  2.3 999 99.0 9999
2016 04 15 15 30 222  2.8 999 99.0 9999
2016 04 15 15 40 225  1.5 999 99.0 9999
2016 04 15 15 50 229  1.5 225  5.9 1452
2016 04 15 16 00 236  1.7 999 99.0 9999
2016 04 15 16 10 230  1.5 999 99.0 9999
2016 04 15 16 20 223  1.4 999 99.0 9999
2016 04 15 16 30 215  1.2 999 99.0 9999
2016 04 15 16 40 220  2.1 999 99.0 9999
2016 04 15 16 50 229  2.5 235  4.6 1649
2016 04 15 17 00 239  3.4 999 99.0 9999
2016 04 15 17 10 243  3.2 999 99.0 9999
2016 04 15 17 20 241  3.2 999 99.0 9999
2016 04 15 17 30 245  4.6 999 99.0 9999
2016 04 15 17 40 251  4.5 999 99.0 9999
2016 04 15 17 50 248  3.9 242  6.6 1725
2016 04 15 18 00 247  3.9 999 99.0 9999
2016 04 15 18 10 249  3.2 999 99.0 9999
2016 04 15 18 20 246  2.4 999 99.0 9999
2016 04 15 18 30 241  2.4 999 99.0 9999
2016 04 15 18 40 240  2.5 999 99.0 9999
2016 04 15 18 50 242  4.0 246  5.9 1753
2016 04 15 19 00 238  3.3 999 99.0 9999
2016 04 15 19 10 234  3.3 999 99.0 9999
2016 04 15 19 20 231  2.5 999 99.0 9999
2016 04 15 19 30 219  2.8 999 99.0 9999
2016 04 15 19 40 219  3.8 999 99.0 9999
2016 04 15 19 50 222  4.1 230  5.8 1947
2016 04 15 20 00 232  4.3 999 99.0 9999
2016 04 15 20 10 233  4.8 999 99.0 9999
2016 04 15 20 20 231  3.9 999 99.0 9999
2016 04 15 20 30 231  3.7 999 99.0 9999
2016 04 15 20 40 230  3.2 999 99.0 9999
2016 04 15 20 50 231  2.9 220  7.2 2005
2016 04 15 21 00 228  3.3 999 99.0 9999
2016 04 15 21 10 229  3.7 999 99.0 9999
2016 04 15 21 20 227  4.3 999 99.0 9999
2016 04 15 21 30 229  4.0 999 99.0 9999
2016 04 15 21 40 229  3.8 999 99.0 9999
2016 04 15 21 50 230  4.8 229  7.1 2142
2016 04 15 22 00 236  4.4 999 99.0 9999
2016 04 15 22 10 237  3.9 999 99.0 9999
2016 04 15 22 20 235  3.3 999 99.0 9999
2016 04 15 22 30 235  3.8 999 99.0 9999
2016 04 15 22 40 235  3.8 999 99.0 9999
2016 04 15 22 50 238  4.0 240  6.7 2247
2016 04 15 23 00 243  4.3 999 99.0 9999
2016 04 15 23 10 242  3.8 999 99.0 9999
2016 04 15 23 20 242  3.1 999 99.0 9999
2016 04 15 23 30 237  3.0 999 99.0 9999
2016 04 15 23 40 237  4.1 999 99.0 9999
2016 04 15 23 50 239  3.7 244  7.0 2250
2016 04 16 00 00 237  3.5 999 99.0 9999
2016 04 16 00 10 236  2.6 999 99.0 9999
2016 04 16 00 20 234  1.9 999 99.0 9999
2016 04 16 00 30 230  2.1 999 99.0 9999
2016 04 16 00 40 235  3.0 999 99.0 9999
2016 04 16 00 50 238  2.5 247  5.6 2351
2016 04 16 01 00 238  2.1 999 99.0 9999
2016 04 16 01 10 240  2.1 999 99.0 9999
2016 04 16 01 20 237  2.7 999 99.0 9999
2016 04 16 01 30 240  4.0 999 99.0 9999
2016 04 16 01 40 238  4.2 999 99.0 9999
2016 04 16 01 50 234  3.0 245  6.1 0129
2016 04 16 02 00 236  2.2 999 99.0 9999
2016 04 16 02 10 235  3.7 999 99.0 9999
2016 04 16 02 20 242  4.0 999 99.0 9999
2016 04 16 02 30 247  5.1 999 99.0 9999
2016 04 16 02 40 248  5.6 999 99.0 9999
2016 04 16 02 50 246  5.2 260  7.8 0245
2016 04 16 03 00 248  3.9 999 99.0 9999
2016 04 16 03 10 244  2.9 999 99.0 9999
2016 04 16 03 20 245  2.8 999 99.0 9999
2016 04 16 03 30 238  2.3 999 99.0 9999
2016 04 16 03 40 234  2.0 999 99.0 9999
2016 04 16 03 50 237  1.5 254  6.6 0252
2016 04 16 04 00 239  1.0 999 99.0 9999
2016 04 16 04 10 243  1.2 999 99.0 9999
2016 04 16 04 20 249  1.2 999 99.0 9999
2016 04 16 04 30 249  0.9 999 99.0 9999
2016 04 16 04 40 243  1.0 999 99.0 9999
2016 04 16 04 50 239  1.1 242  3.8 0406
2016 04 16 05 00 234  0.7 999 99.0 9999
2016 04 16 05 10 241  0.7 999 99.0 9999
2016 04 16 05 20 243  0.8 999 99.0 9999
2016 04 16 05 30 259  1.5 999 99.0 9999
2016 04 16 05 40 245  0.6 999 99.0 9999
2016 04 16 05 50 238  0.9 271  4.1 0524
2016 04 16 06 00 231  0.3 999 99.0 9999
2016 04 16 06 10 220  0.1 999 99.0 9999
2016 04 16 06 20 217  1.1 999 99.0 9999
2016 04 16 06 30 227  1.4 999 99.0 9999
2016 04 16 06 40 227  0.5 999 99.0 9999
2016 04 16 06 50 224  0.4 229  3.7 0622
2016 04 16 07 00 223  1.1 999 99.0 9999
2016 04 16 07 10 231  1.0 999 99.0 9999
2016 04 16 07 20 231  0.8 999 99.0 9999
2016 04 16 07 30 227  0.8 999 99.0 9999
2016 04 16 07 40 222  0.8 999 99.0 9999
2016 04 16 07 50 221  0.6 216  3.8 0736
2016 04 16 08 00 227  0.7 999 99.0 9999
2016 04 16 08 10 224  0.7 999 99.0 9999
2016 04 16 08 20 219  0.6 999 99.0 9999
2016 04 16 08 30 216  0.7 999 99.0 9999
2016 04 16 08 40 212  0.5 999 99.0 9999
2016 04 16 08 50 211  0.8 217  3.6 0842
2016 04 16 09 00 205  0.8 999 99.0 9999
2016 04 16 09 10 206  0.8 999 99.0 9999
2016 04 16 09 20 205  1.4 999 99.0 9999
2016 04 16 09 30 213  1.7 999 99.0 9999
2016 04 16 09 40 217  1.5 999 99.0 9999
2016 04 16 09 50 227  1.6 226  3.6 0930
2016 04 16 10 00 223  1.3 999 99.0 9999
2016 04 16 10 10 211  1.3 999 99.0 9999
2016 04 16 10 20 205  0.7 999 99.0 9999
2016 04 16 10 30 213  0.9 999 99.0 9999
2016 04 16 10 40 219  1.0 999 99.0 9999
2016 04 16 10 50 220  1.0 223  4.3 1049
2016 04 16 11 00 221  0.9 999 99.0 9999
2016 04 16 11 10 221  0.8 999 99.0 9999
2016 04 16 11 20 220  0.8 999 99.0 9999
2016 04 16 11 30 224  0.8 999 99.0 9999
2016 04 16 11 40 219  0.6 999 99.0 9999
2016 04 16 11 50 221  0.8 227  2.8 1125
2016 04 16 12 00 215  0.6 999 99.0 9999
2016 04 16 12 10 208  0.6 999 99.0 9999
2016 04 16 12 20 201  1.0 999 99.0 9999
2016 04 16 12 30 192  0.8 999 99.0 9999
2016 04 16 12 40 191  0.9 999 99.0 9999
2016 04 16 12 50 182  0.6 193  4.1 1223
2016 04 16 13 00 170  1.3 999 99.0 9999
2016 04 16 13 10 174  0.9 999 99.0 9999
2016 04 16 13 20 178  1.0 999 99.0 9999
2016 04 16 13 30 187  1.1 999 99.0 9999
2016 04 16 13 40 190  1.5 999 99.0 9999
2016 04 16 13 50 185  1.6 162  4.2 1255
2016 04 16 14 00 183  1.4 999 99.0 9999
2016 04 16 14 10 192  1.0 999 99.0 9999
2016 04 16 14 20 190  1.2 999 99.0 9999
2016 04 16 14 30 191  1.4 999 99.0 9999
2016 04 16 14 40 186  1.5 999 99.0 9999
2016 04 16 14 50 185  1.2 182  4.4 1436
2016 04 16 15 00 196  1.7 999 99.0 9999
2016 04 16 15 10 197  2.1 999 99.0 9999
2016 04 16 15 20 197  2.1 999 99.0 9999
2016 04 16 15 30 199  2.4 999 99.0 9999
2016 04 16 15 40 195  2.7 999 99.0 9999
2016 04 16 15 50 198  2.4 196  4.4 1531
2016 04 16 16 00 199  2.4 999 99.0 9999
2016 04 16 16 10 198  2.6 999 99.0 9999
2016 04 16 16 20 194  2.7 999 99.0 9999
2016 04 16 16 30 192  2.7 999 99.0 9999
2016 04 16 16 40 190  2.9 999 99.0 9999
2016 04 16 16 50 191  3.1 189  5.0 1648
2016 04 16 17 00 197  2.9 999 99.0 9999
2016 04 16 17 10 194  2.6 999 99.0 9999
2016 04 16 17 20 189  3.2 999 99.0 9999
2016 04 16 17 30 191  3.4 999 99.0 9999
2016 04 16 17 40 191  3.5 999 99.0 9999
2016 04 16 17 50 194  3.3 202  5.1 1746
2016 04 16 18 00 190  3.9 999 99.0 9999
2016 04 16 18 10 193  3.4 999 99.0 9999
2016 04 16 18 20 198  3.4 999 99.0 9999
2016 04 16 18 30 196  3.5 999 99.0 9999
2016 04 16 18 40 191  4.0 999 99.0 9999
2016 04 16 18 50 196  3.8 191  5.4 1837
2016 04 16 19 00 200  3.1 999 99.0 9999
2016 04 16 19 10 201  3.5 999 99.0 9999
2016 04 16 19 20 203  3.3 999 99.0 9999
2016 04 16 19 30 197  3.2 999 99.0 9999
2016 04 16 19 40 191  4.0 999 99.0 9999
2016 04 16 19 50 190  3.8 201  5.2 1908
2016 04 16 20 00 192  2.2 999 99.0 9999
2016 04 16 20 10 199  2.3 999 99.0 9999
2016 04 16 20 20 201  3.0 999 99.0 9999
2016 04 16 20 30 191  2.8 999 99.0 9999
2016 04 16 20 40 184  3.8 999 99.0 9999
2016 04 16 20 50 177  4.2 163  5.5 2048
2016 04 16 21 00 178  4.3 999 99.0 9999
2016 04 16 21 10 179  4.6 999 99.0 9999
2016 04 16 21 20 181  4.4 999 99.0 9999
2016 04 16 21 30 180  4.0 999 99.0 9999
2016 04 16 21 40 175  4.5 999 99.0 9999
2016 04 16 21 50 176  4.8 176  6.1 2140
2016 04 16 22 00 176  5.1 999 99.0 9999
2016 04 16 22 10 175  5.1 999 99.0 9999
2016 04 16 22 20 176  4.7 999 99.0 9999
2016 04 16 22 30 176  4.5 999 99.0 9999
2016 04 16 22 40 173  4.4 999 99.0 9999
2016 04 16 22 50 172  4.7 176  6.6 2207
2016 04 16 23 00 171  4.7 999 99.0 9999
2016 04 16 23 10 169  4.8 999 99.0 9999
2016 04 16 23 20 172  4.5 999 99.0 9999
2016 04 16 23 30 178  4.2 999 99.0 9999
2016 04 16 23 40 173  4.3 999 99.0 9999
2016 04 16 23 50 172  4.5 162  6.2 2306
2016 04 17 00 00 171  4.2 999 99.0 9999
2016 04 17 00 10 179  3.7 999 99.0 9999
2016 04 17 00 20 182  3.6 999 99.0 9999
2016 04 17 00 30 181  4.0 999 99.0 9999
2016 04 17 00 40 183  3.8 999 99.0 9999
2016 04 17 00 50 181  3.1 174  5.9 2350
2016 04 17 01 00 187  3.4 999 99.0 9999
2016 04 17 01 10 185  3.6 999 99.0 9999
2016 04 17 01 20 184  3.5 999 99.0 9999
2016 04 17 01 30 185  3.6 999 99.0 9999
2016 04 17 01 40 186  3.4 999 99.0 9999
2016 04 17 01 50 186  3.0 190  4.6 0117
2016 04 17 02 00 182  2.5 999 99.0 9999
2016 04 17 02 10 180  1.7 999 99.0 9999
2016 04 17 02 20 174  1.1 999 99.0 9999
2016 04 17 02 30 176  0.7 999 99.0 9999
2016 04 17 02 40 183  0.7 999 99.0 9999
2016 04 17 02 50 186  0.6 171  3.8 0201
2016 04 17 03 00 186  0.8 999 99.0 9999
2016 04 17 03 10 174  0.4 999 99.0 9999
2016 04 17 03 20 182  0.9 999 99.0 9999
2016 04 17 03 30 179  1.2 999 99.0 9999
2016 04 17 03 40 171  0.2 999 99.0 9999
2016 04 17 03 50 168  0.8 179  2.9 0324
2016 04 17 04 00 167  0.5 999 99.0 9999
2016 04 17 04 10 157  1.0 999 99.0 9999
2016 04 17 04 20 157  0.5 999 99.0 9999
2016 04 17 04 30 156  0.2 999 99.0 9999
2016 04 17 04 40 154  0.3 999 99.0 9999
2016 04 17 04 50 158  1.0 137  3.6 0446
2016 04 17 05 00 150  0.4 999 99.0 9999
2016 04 17 05 10 153  0.4 999 99.0 9999
2016 04 17 05 20 150  0.4 999 99.0 9999
2016 04 17 05 30 149  0.6 999 99.0 9999
2016 04 17 05 40 140  0.6 999 99.0 9999
2016 04 17 05 50 142  0.7 134  3.1 0538
2016 04 17 06 00 150  1.0 999 99.0 9999
2016 04 17 06 10 157  1.0 999 99.0 9999
2016 04 17 06 20 150  1.2 999 99.0 9999
2016 04 17 06 30 145  2.1 999 99.0 9999
2016 04 17 06 40 152  2.4 999 99.0 9999
2016 04 17 06 50 150  1.1 144  4.4 0601
2016 04 17 07 00 146  1.3 999 99.0 9999
2016 04 17 07 10 155  2.3 999 99.0 9999
2016 04 17 07 20 163  3.3 999 99.0 9999
2016 04 17 07 30 166  2.7 999 99.0 9999
2016 04 17 07 40 167  2.4 999 99.0 9999
2016 04 17 07 50 152  0.6 161  4.7 0714
2016 04 17 08 00 153  1.0 999 99.0 9999
2016 04 17 08 10 154  1.3 999 99.0 9999
2016 04 17 08 20 158  3.3 999 99.0 9999
2016 04 17 08 30 162  1.4 999 99.0 9999
2016 04 17 08 40 158  1.8 999 99.0 9999
2016 04 17 08 50 154  2.6 145  4.5 0835
2016 04 17 09 00 154  1.9 999 99.0 9999
2016 04 17 09 10 154  2.7 999 99.0 9999
2016 04 17 09 20 153  3.9 999 99.0 9999
2016 04 17 09 30 146  4.1 999 99.0 9999
2016 04 17 09 40 151  3.3 999 99.0 9999
2016 04 17 09 50 158  3.8 140  5.6 0924
2016 04 17 10 00 162  3.8 999 99.0 9999
2016 04 17 10 10 165  4.1 999 99.0 9999
2016 04 17 10 20 164  3.6 999 99.0 9999
2016 04 17 10 30 159  1.1 999 99.0 9999
2016 04 17 10 40 149  0.2 999 99.0 9999
2016 04 17 10 50 141  0.2 160  5.6 1009
2016 04 17 11 00 143  1.5 999 99.0 9999
2016 04 17 11 10 141  1.2 999 99.0 9999
2016 04 17 11 20 136  2.5 999 99.0 9999
2016 04 17 11 30 140  3.0 999 99.0 9999
2016 04 17 11 40 136  3.4 999 99.0 9999
2016 04 17 11 50 138  4.3 125  6.2 1147
2016 04 17 12 00 138  4.4 999 99.0 9999
2016 04 17 12 10 140  3.8 999 99.0 9999
2016 04 17 12 20 140  4.2 999 99.0 9999
2016 04 17 12 30 145  4.3 999 99.0 9999
2016 04 17 12 40 148  4.3 999 99.0 9999
2016 04 17 12 50 148  4.0 142  6.1 1154
2016 04 17 13 00 168  3.6 999 99.0 9999
2016 04 17 13 10 165  4.2 999 99.0 9999
2016 04 17 13 20 158  3.7 999 99.0 9999
2016 04 17 13 30 146  3.0 999 99.0 9999
2016 04 17 13 40 146  1.8 999 99.0 9999
2016 04 17 13 50 149  3.8 172  6.2 1309
2016 04 17 14 00 166  4.0 999 99.0 9999
2016 04 17 14 10 138  3.6 999 99.0 9999
2016 04 17 14 20 143  4.4 999 99.0 9999
2016 04 17 14 30 139  3.2 999 99.0 9999
2016 04 17 14 40 141  2.8 999 99.0 9999
2016 04 17 14 50 131  1.4 136  6.1 1411
2016 04 17 15 00 134  2.8 999 99.0 9999
2016 04 17 15 10 152  1.8 999 99.0 9999
2016 04 17 15 20 125  3.0 999 99.0 9999
2016 04 17 15 30 123  3.8 999 99.0 9999
2016 04 17 15 40 125  2.5 999 99.0 9999
2016 04 17 15 50 118  3.3 102  5.5 1526
2016 04 17 16 00 121  2.3 999 99.0 9999
2016 04 17 16 10 129  3.7 999 99.0 9999
2016 04 17 16 20 144  3.5 999 99.0 9999
2016 04 17 16 30 129  2.3 999 99.0 9999
2016 04 17 16 40 132  3.0 999 99.0 9999
2016 04 17 16 50 129  2.6 117  5.5 1600
2016 04 17 17 00 137  3.4 999 99.0 9999
2016 04 17 17 10 154  2.4 999 99.0 9999
2016 04 17 17 20 146  1.1 999 99.0 9999
2016 04 17 17 30 143  2.2 999 99.0 9999
2016 04 17 17 40 130  1.3 999 99.0 9999
2016 04 17 17 50 136  3.0 131  5.2 1650
2016 04 17 18 00 141  1.7 999 99.0 9999
2016 04 17 18 10 143  0.3 999 99.0 9999
2016 04 17 18 20 131  0.6 999 99.0 9999
2016 04 17 18 30 115  0.4 999 99.0 9999
2016 04 17 18 40 128  1.1 999 99.0 9999
2016 04 17 18 50 128  1.4 112  4.5 1849
2016 04 17 19 00 125  0.9 999 99.0 9999
2016 04 17 19 10 124  0.5 999 99.0 9999
2016 04 17 19 20 119  0.4 999 99.0 9999
2016 04 17 19 30 109  0.5 999 99.0 9999
2016 04 17 19 40 105  0.6 999 99.0 9999
2016 04 17 19 50 102  1.5 103  3.5 1943
2016 04 17 20 00  98  0.6 999 99.0 9999
2016 04 17 20 10  95  1.0 999 99.0 9999
2016 04 17 20 20  96  0.6 999 99.0 9999
2016 04 17 20 30 104  0.2 999 99.0 9999
2016 04 17 20 40 196  0.1 999 99.0 9999
2016 04 17 20 50 196  0.0  99  3.9 2000
2016 04 17 21 00 196  0.0 999 99.0 9999
2016 04 17 21 10 196  0.0 999 99.0 9999
2016 04 17 21 20 196  0.0 999 99.0 9999
2016 04 17 21 30 196  0.0 999 99.0 9999
2016 04 17 21 40 196  0.0 999 99.0 9999
2016 04 17 21 50 196  0.0 143  1.4 2055
2016 04 17 22 00 196  0.1 999 99.0 9999
2016 04 17 22 10 131  0.3 999 99.0 9999
2016 04 17 22 20 121  0.5 999 99.0 9999
2016 04 17 22 30  72  0.6 999 99.0 9999
2016 04 17 22 40  85  0.2 999 99.0 9999
2016 04 17 22 50  79  1.1  87  3.4 2247
2016 04 17 23 00  83  1.8 999 99.0 9999
2016 04 17 23 10  85  2.4 999 99.0 9999
2016 04 17 23 20  77  1.7 999 99.0 9999
2016 04 17 23 30  68  0.9 999 99.0 9999
2016 04 17 23 40  66  0.1 999 99.0 9999
2016 04 17 23 50 196  0.0  92  4.7 2258
2016 04 18 00 00  70  0.1 999 99.0 9999
2016 04 18 00 10  81  0.1 999 99.0 9999
2016 04 18 00 20  65  0.6 999 99.0 9999
2016 04 18 00 30  76  0.6 999 99.0 9999
2016 04 18 00 40  78  1.0 999 99.0 9999
2016 04 18 00 50  70  0.3  91  3.3 0034
2016 04 18 01 00  68  0.4 999 99.0 9999
2016 04 18 01 10  76  1.2 999 99.0 9999
2016 04 18 01 20  77  0.8 999 99.0 9999
2016 04 18 01 30  72  1.0 999 99.0 9999
2016 04 18 01 40  78  1.5 999 99.0 9999
2016 04 18 01 50  76  2.4  73  4.3 0145
2016 04 18 02 00  75  2.1 999 99.0 9999
2016 04 18 02 10  74  2.3 999 99.0 9999
2016 04 18 02 20  76  2.4 999 99.0 9999
2016 04 18 02 30  78  2.8 999 99.0 9999
2016 04 18 02 40  74  2.4 999 99.0 9999
2016 04 18 02 50  76  1.6  83  4.4 0227
2016 04 18 03 00  75  1.6 999 99.0 9999
2016 04 18 03 10  70  1.4 999 99.0 9999
2016 04 18 03 20  75  2.1 999 99.0 9999
2016 04 18 03 30  78  1.5 999 99.0 9999
2016 04 18 03 40  74  1.3 999 99.0 9999
2016 04 18 03 50  77  1.9  77  4.0 0310
2016 04 18 04 00  79  2.3 999 99.0 9999
2016 04 18 04 10  77  2.0 999 99.0 9999
2016 04 18 04 20  79  1.5 999 99.0 9999
2016 04 18 04 30  77  1.3 999 99.0 9999
2016 04 18 04 40  77  1.2 999 99.0 9999
2016 04 18 04 50  78  1.4  83  4.9 0359
2016 04 18 05 00  79  1.8 999 99.0 9999
2016 04 18 05 10  75  2.5 999 99.0 9999
2016 04 18 05 20  77  1.1 999 99.0 9999
2016 04 18 05 30  81  1.5 999 99.0 9999
2016 04 18 05 40  87  1.5 999 99.0 9999
2016 04 18 05 50  89  1.1  77  4.8 0502
2016 04 18 06 00  86  1.1 999 99.0 9999
2016 04 18 06 10  88  0.8 999 99.0 9999
2016 04 18 06 20  88  0.8 999 99.0 9999
2016 04 18 06 30  85  0.5 999 99.0 9999
2016 04 18 06 40  78  0.6 999 99.0 9999
2016 04 18 06 50  80  0.7  84  3.6 0556
2016 04 18 07 00  78  0.5 999 99.0 9999
2016 04 18 07 10  70  0.2 999 99.0 9999
2016 04 18 07 20  66  0.3 999 99.0 9999
2016 04 18 07 30 196  0.1 999 99.0 9999
2016 04 18 07 40  67  0.2 999 99.0 9999
2016 04 18 07 50  70  0.1  73  2.5 0710
2016 04 18 08 00 196  0.0 999 99.0 9999
2016 04 18 08 10 196  0.0 999 99.0 9999
2016 04 18 08 20 196  0.1 999 99.0 9999
2016 04 18 08 30 196  0.1 999 99.0 9999
2016 04 18 08 40  75  0.1 999 99.0 9999
2016 04 18 08 50 196  0.1 100  2.0 0845
2016 04 18 09 00 196  0.1 999 99.0 9999
2016 04 18 09 10 196  0.1 999 99.0 9999
2016 04 18 09 20 196  0.0 999 99.0 9999
2016 04 18 09 30 196  0.0 999 99.0 9999
2016 04 18 09 40 196  0.1 999 99.0 9999
2016 04 18 09 50 196  0.1  62  2.0 0939
2016 04 18 10 00 196  0.0 999 99.0 9999
2016 04 18 10 10 196  0.0 999 99.0 9999
2016 04 18 10 20 196  0.0 999 99.0 9999
2016 04 18 10 30 196  0.0 999 99.0 9999
2016 04 18 10 40 196  0.0 999 99.0 9999
2016 04 18 10 50 196  0.1  26  1.0 1049
2016 04 18 11 00 196  0.1 999 99.0 9999
2016 04 18 11 10  20  0.3 999 99.0 9999
2016 04 18 11 20  24  0.9 999 99.0 9999
2016 04 18 11 30  26  0.8 999 99.0 9999
2016 04 18 11 40  26  1.3 999 99.0 9999
2016 04 18 11 50  29  1.6  38  3.5 1149
2016 04 18 12 00  30  1.3 999 99.0 9999
2016 04 18 12 10  18  2.8 999 99.0 9999
2016 04 18 12 20  13  4.0 999 99.0 9999
2016 04 18 12 30   7  4.0 999 99.0 9999
2016 04 18 12 40   2  4.0 999 99.0 9999
2016 04 18 12 50   2  4.1 359  5.9 1242
2016 04 18 13 00 359  4.2 999 99.0 9999
2016 04 18 13 10 360  4.1 999 99.0 9999
2016 04 18 13 20   4  4.2 999 99.0 9999
2016 04 18 13 30   6  4.2 999 99.0 9999
2016 04 18 13 40   8  4.6 999 99.0 9999
2016 04 18 13 50  11  4.3   2  6.2 1331
2016 04 18 14 00   4  4.4 999 99.0 9999
2016 04 18 14 10   7  4.8 999 99.0 9999
2016 04 18 14 20  11  4.6 999 99.0 9999
2016 04 18 14 30  15  4.2 999 99.0 9999
2016 04 18 14 40  17  4.7 999 99.0 9999
2016 04 18 14 50  25  5.1  22  7.1 1447
2016 04 18 15 00  31  5.5 999 99.0 9999
2016 04 18 15 10  31  5.8 999 99.0 9999
2016 04 18 15 20  34  6.1 999 99.0 9999
2016 04 18 15 30  34  5.9 999 99.0 9999
2016 04 18 15 40  34  6.0 999 99.0 9999
2016 04 18 15 50  38  5.5  44  7.7 1516
2016 04 18 16 00  42  5.0 999 99.0 9999
2016 04 18 16 10  48  4.4 999 99.0 9999
2016 04 18 16 20  51  4.8 999 99.0 9999
2016 04 18 16 30  56  4.8 999 99.0 9999
2016 04 18 16 40  50  5.0 999 99.0 9999
2016 04 18 16 50  55  4.9  31  7.8 1550
2016 04 18 17 00  58  4.7 999 99.0 9999
2016 04 18 17 10  56  5.2 999 99.0 9999
2016 04 18 17 20  52  5.5 999 99.0 9999
2016 04 18 17 30  54  4.8 999 99.0 9999
2016 04 18 17 40  58  5.3 999 99.0 9999
2016 04 18 17 50  51  5.7  47  8.2 1711
2016 04 18 18 00  52  5.6 999 99.0 9999
2016 04 18 18 10  44  5.6 999 99.0 9999
2016 04 18 18 20  45  6.3 999 99.0 9999
