#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2019 03 31 20 50 250  3.0   MM    MM    MM    MM  MM 1021.6   9.7  11.1    MM   MM   MM    MM
2019 03 31 20 40 250  3.0   MM    MM    MM    MM  MM 1021.6   9.5  11.0    MM   MM   MM    MM
2019 03 31 20 30 240  3.0   MM    MM    MM    MM  MM 1021.8   9.4  11.0    MM   MM   MM    MM
2019 03 31 20 20 250  3.0   MM   1.1    MM    MM 294 1022.0   9.2  11.0    MM   MM   MM    MM
2019 03 31 20 10 260  2.0   MM   1.1    11    MM  MM 1022.0   9.3  11.0    MM   MM   MM    MM
2019 03 31 20 00 240  2.0   MM    MM    MM    MM  MM 1022.1   9.4  10.9    MM   MM   MM    MM
2019 03 31 19 50 200  2.0   MM    MM    MM    MM  MM 1022.1   9.3  10.9    MM   MM   MM    MM
2019 03 31 19 40 200  2.0   MM    MM    MM    MM  MM 1022.2   9.2  10.9    MM   MM   MM    MM
2019 03 31 19 30 200  3.0   MM    MM    MM    MM  MM 1022.3   9.2  10.9    MM   MM   MM    MM
2019 03 31 19 20 200  3.0   MM   1.1    MM    MM 293 1022.4   9.1  10.9    MM   MM   MM    MM
2019 03 31 19 10 200  4.0   MM   1.1    12    MM  MM 1022.5   9.2  10.9    MM   MM   MM    MM
2019 03 31 19 00 190  3.0   MM    MM    MM    MM  MM 1022.6   9.2  10.9    MM   MM -0.3    MM
2019 03 31 18 50 180  2.0   MM    MM    MM    MM  MM 1022.8   9.2  10.9    MM   MM   MM    MM
2019 03 31 18 40 190  3.0   MM    MM    MM    MM  MM 1022.9   9.2  10.9    MM   MM   MM    MM
2019 03 31 18 30 190  2.0   MM    MM    MM    MM  MM 1022.9   9.1  11.0    MM   MM   MM    MM
2019 03 31 18 20 200  3.0   MM   1.3    MM    MM 288 1023.0   9.2  11.0    MM   MM   MM    MM
2019 03 31 18 10 180  2.0   MM   1.3    13    MM  MM 1023.1   9.2  11.0    MM   MM   MM    MM
2019 03 31 18 00 200  3.0   MM    MM    MM    MM  MM 1023.1   9.2  11.0    MM   MM   MM    MM
2019 03 31 17 50 190  3.0   MM    MM    MM    MM  MM 1023.1   9.2  10.9    MM   MM   MM    MM
2019 03 31 17 40 180  3.0   MM    MM    MM    MM  MM 1023.0   9.1  10.9    MM   MM   MM    MM
2019 03 31 17 30 200  4.0   MM    MM    MM    MM  MM 1023.0   9.1  10.9    MM   MM   MM    MM
2019 03 31 17 20 190  4.0   MM   1.2    MM    MM 296 1023.1   9.1  10.9    MM   MM   MM    MM
2019 03 31 17 10 200  4.0   MM   1.2    13    MM  MM 1023.0   9.2  10.9    MM   MM   MM    MM
2019 03 31 17 00 190  3.0   MM    MM    MM    MM  MM 1023.1   9.1  10.9    MM   MM +0.4    MM
2019 03 31 16 50 200  3.0   MM    MM    MM    MM  MM 1023.0   9.0  10.9    MM   MM   MM    MM
2019 03 31 16 40 200  3.0   MM    MM    MM    MM  MM 1023.0   9.0  11.0    MM   MM   MM    MM
2019 03 31 16 30 200  3.0   MM    MM    MM    MM  MM 1023.1   9.1  11.0    MM   MM   MM    MM
2019 03 31 16 20 210  3.0   MM   1.3    MM    MM 295 1023.0   9.1  11.0    MM   MM   MM    MM
2019 03 31 16 10 190  4.0   MM   1.3    13    MM  MM 1022.9   9.4  11.0    MM   MM   MM    MM
2019 03 31 16 00 200  4.0   MM    MM    MM    MM  MM 1022.9   9.7  11.0    MM   MM   MM    MM
2019 03 31 15 50 180  4.0   MM    MM    MM    MM  MM 1022.9   9.9  11.0    MM   MM   MM    MM
2019 03 31 15 40 170  2.0   MM    MM    MM    MM  MM 1022.9  10.0  11.0    MM   MM   MM    MM
2019 03 31 15 30 190  2.0   MM    MM    MM    MM  MM 1022.8  10.2  11.0    MM   MM   MM    MM
2019 03 31 15 20 190  2.0   MM   1.2    MM    MM 296 1022.6  10.1  11.0    MM   MM   MM    MM
2019 03 31 15 10 180  2.0   MM   1.2    13    MM  MM 1022.6  10.0  11.0    MM   MM   MM    MM
2019 03 31 15 00 200  2.0   MM    MM    MM    MM  MM 1022.6   9.9  10.9    MM   MM -0.4    MM
2019 03 31 14 50 210  2.0   MM    MM    MM    MM  MM 1022.7  10.1  10.9    MM   MM   MM    MM
2019 03 31 14 40 230  2.0   MM    MM    MM    MM  MM 1022.7  10.2  11.0    MM   MM   MM    MM
2019 03 31 14 30 210  2.0   MM    MM    MM    MM  MM 1022.8  10.2  11.0    MM   MM   MM    MM
2019 03 31 14 20 200  2.0   MM   1.2    MM    MM 302 1022.9  10.2  11.0    MM   MM   MM    MM
2019 03 31 14 10 140  1.0   MM   1.3    13    MM  MM 1022.7  10.2  11.0    MM   MM   MM    MM
2019 03 31 14 00 140  2.0   MM    MM    MM    MM  MM 1022.7  10.1  11.0    MM   MM   MM    MM
2019 03 31 13 50 140  1.0   MM    MM    MM    MM  MM 1022.5  10.0  11.0    MM   MM   MM    MM
2019 03 31 13 40 140  1.0   MM    MM    MM    MM  MM 1022.5  10.0  11.0    MM   MM   MM    MM
2019 03 31 13 30 140  2.0   MM    MM    MM    MM  MM 1022.6  10.0  11.0    MM   MM   MM    MM
2019 03 31 13 20 140  2.0   MM   1.2    MM    MM 291 1022.6  10.0  11.0    MM   MM   MM    MM
2019 03 31 13 10 140  2.0   MM   1.2    13    MM  MM 1022.8  10.0  11.0    MM   MM   MM    MM
2019 03 31 13 00 130  2.0   MM    MM    MM    MM  MM 1022.8  10.0  11.0    MM   MM -0.3    MM
2019 03 31 12 50 130  3.0   MM    MM    MM    MM  MM 1022.7  10.1  11.0    MM   MM   MM    MM
2019 03 31 12 40 120  3.0   MM    MM    MM    MM  MM 1022.7  10.2  11.0    MM   MM   MM    MM
2019 03 31 12 30 120  2.0   MM    MM    MM    MM  MM 1022.7  10.2  10.9    MM   MM   MM    MM
2019 03 31 12 20 110  2.0   MM   1.2    MM    MM 295 1022.9  10.2  10.9    MM   MM   MM    MM
2019 03 31 12 10  90  1.0   MM   1.2    12    MM  MM 1023.0  10.2  10.9    MM   MM   MM    MM
2019 03 31 12 00 110  1.0   MM    MM    MM    MM  MM 1023.0  10.2  10.9    MM   MM   MM    MM
2019 03 31 11 50 100  1.0   MM    MM    MM    MM  MM 1023.0  10.2  10.9    MM   MM   MM    MM
2019 03 31 11 40  50  1.0   MM    MM    MM    MM  MM 1023.1  10.3  10.9    MM   MM   MM    MM
2019 03 31 11 30  30  1.0   MM    MM    MM    MM  MM 1023.2  10.4  10.9    MM   MM   MM    MM
2019 03 31 11 20  10  1.0   MM   1.2    MM    MM 292 1023.2  10.5  10.9    MM   MM   MM    MM
2019 03 31 11 10  10  1.0   MM   1.2    13    MM  MM 1023.2  10.5  10.9    MM   MM   MM    MM
2019 03 31 11 00 360  1.0   MM    MM    MM    MM  MM 1023.3  10.5  10.9    MM   MM +0.0    MM
2019 03 31 10 50  10  1.0   MM    MM    MM    MM  MM 1023.4  10.5  10.9    MM   MM   MM    MM
2019 03 31 10 40  40  1.0   MM    MM    MM    MM  MM 1023.4  10.5  10.9    MM   MM   MM    MM
2019 03 31 10 30  50  1.0   MM    MM    MM    MM  MM 1023.4  10.6  10.9    MM   MM   MM    MM
2019 03 31 10 20  20  1.0   MM   1.0    MM    MM 299 1023.2  10.6  10.9    MM   MM   MM    MM
2019 03 31 10 10  10  3.0   MM   1.0    11    MM  MM 1023.1  10.7  10.9    MM   MM   MM    MM
2019 03 31 10 00  10  3.0   MM    MM    MM    MM  MM 1023.0  10.7  10.9    MM   MM   MM    MM
2019 03 31 09 50 360  3.0   MM    MM    MM    MM  MM 1023.1  10.6  10.9    MM   MM   MM    MM
2019 03 31 09 40 360  3.0   MM    MM    MM    MM  MM 1023.2  10.6  10.9    MM   MM   MM    MM
2019 03 31 09 30  10  3.0   MM    MM    MM    MM  MM 1023.1  10.7  10.9    MM   MM   MM    MM
2019 03 31 09 20  20  4.0   MM   1.1    MM    MM 298 1023.1  10.6  10.9    MM   MM   MM    MM
2019 03 31 09 10  20  4.0   MM   1.1    13    MM  MM 1023.1  10.7  10.9    MM   MM   MM    MM
2019 03 31 09 00  30  4.0   MM    MM    MM    MM  MM 1023.1  10.7  10.9    MM   MM -0.8    MM
2019 03 31 08 50  30  4.0   MM    MM    MM    MM  MM 1023.2  10.8  10.9    MM   MM   MM    MM
2019 03 31 08 40  20  4.0   MM    MM    MM    MM  MM 1023.3  10.8  10.9    MM   MM   MM    MM
2019 03 31 08 30  20  4.0   MM    MM    MM    MM  MM 1023.3  10.8  10.9    MM   MM   MM    MM
2019 03 31 08 20  30  5.0   MM   1.3    MM    MM 292 1023.3  10.8  10.9    MM   MM   MM    MM
2019 03 31 08 10  20  4.0   MM   1.3    13    MM  MM 1023.4  10.9  10.9    MM   MM   MM    MM
2019 03 31 08 00  20  5.0   MM    MM    MM    MM  MM 1023.4  10.9  10.9    MM   MM   MM    MM
2019 03 31 07 50  10  5.0   MM    MM    MM    MM  MM 1023.4  10.9  10.9    MM   MM   MM    MM
2019 03 31 07 40  10  5.0   MM    MM    MM    MM  MM 1023.4  10.9  10.9    MM   MM   MM    MM
2019 03 31 07 30  10  5.0   MM    MM    MM    MM  MM 1023.4  10.9  10.9    MM   MM   MM    MM
2019 03 31 07 20 360  6.0   MM   1.2    MM    MM 301 1023.5  10.9  10.9    MM   MM   MM    MM
2019 03 31 07 10  10  5.0   MM   1.2    13    MM  MM 1023.6  11.0  10.8    MM   MM   MM    MM
2019 03 31 07 00  10  5.0   MM    MM    MM    MM  MM 1023.5  11.0  10.8    MM   MM -0.3    MM
2019 03 31 06 50  10  5.0   MM    MM    MM    MM  MM 1023.5  11.0  10.9    MM   MM   MM    MM
2019 03 31 06 40  10  5.0   MM    MM    MM    MM  MM 1023.5  11.0  10.9    MM   MM   MM    MM
2019 03 31 06 30  10  5.0   MM    MM    MM    MM  MM 1023.6  11.0  10.9    MM   MM   MM    MM
2019 03 31 06 20  10  5.0   MM   1.3    MM    MM 294 1023.7  11.0  10.9    MM   MM   MM    MM
2019 03 31 06 10  20  5.0   MM   1.3    13    MM  MM 1023.8  11.0  10.9    MM   MM   MM    MM
2019 03 31 06 00  10  5.0   MM    MM    MM    MM  MM 1023.9  11.1  10.9    MM   MM   MM    MM
2019 03 31 05 50  10  5.0   MM    MM    MM    MM  MM 1024.0  11.1  10.9    MM   MM   MM    MM
2019 03 31 05 40  10  6.0   MM    MM    MM    MM  MM 1024.0  11.1  10.9    MM   MM   MM    MM
2019 03 31 05 30  10  6.0   MM    MM    MM    MM  MM 1023.9  11.1  10.9    MM   MM   MM    MM
2019 03 31 05 20 360  6.0   MM   1.4    MM    MM 297 1024.0  11.2  10.9    MM   MM   MM    MM
2019 03 31 05 10  10  6.0   MM   1.4    12    MM  MM 1023.8  11.2  10.9    MM   MM   MM    MM
2019 03 31 05 00  10  7.0   MM    MM    MM    MM  MM 1023.7  11.2  10.9    MM   MM -0.3    MM
2019 03 31 04 50  10  7.0   MM    MM    MM    MM  MM 1023.8  11.1  10.9    MM   MM   MM    MM
2019 03 31 04 40  10  6.0   MM    MM    MM    MM  MM 1023.7  11.1  10.9    MM   MM   MM    MM
2019 03 31 04 30  10  7.0   MM    MM    MM    MM  MM 1023.7  11.0  10.9    MM   MM   MM    MM
2019 03 31 04 20 360  7.0   MM   1.4    MM    MM 293 1023.8  11.0  10.9    MM   MM   MM    MM
2019 03 31 04 10  10  7.0   MM   1.4    13    MM  MM 1023.8  11.0  10.9    MM   MM   MM    MM
2019 03 31 04 00 360  7.0   MM    MM    MM    MM  MM 1023.8  11.0  10.9    MM   MM   MM    MM
2019 03 31 03 50 360  7.0   MM    MM    MM    MM  MM 1023.7  11.0  10.9    MM   MM   MM    MM
2019 03 31 03 40 360  7.0   MM    MM    MM    MM  MM 1023.6  11.0  10.9    MM   MM   MM    MM
2019 03 31 03 30 360  7.0   MM    MM    MM    MM  MM 1023.6  11.0  11.0    MM   MM   MM    MM
2019 03 31 03 20 360  7.0   MM   1.4    MM    MM 296 1023.5  11.0  11.0    MM   MM   MM    MM
2019 03 31 03 10 360  7.0   MM   1.4    13    MM  MM 1023.7  11.0  11.0    MM   MM   MM    MM
2019 03 31 03 00 360  7.0   MM    MM    MM    MM  MM 1023.7  11.0  10.9    MM   MM -1.4    MM
2019 03 31 02 50 360  7.0   MM    MM    MM    MM  MM 1023.8  11.0  10.9    MM   MM   MM    MM
2019 03 31 02 40 360  7.0   MM    MM    MM    MM  MM 1023.8  11.0  10.9    MM   MM   MM    MM
2019 03 31 02 30 360  7.0   MM    MM    MM    MM  MM 1023.9  11.1  10.9    MM   MM   MM    MM
2019 03 31 02 20 360  7.0   MM   1.4    MM    MM 291 1024.0  11.1  10.9    MM   MM   MM    MM
2019 03 31 02 10 360  7.0   MM   1.4    13    MM  MM 1024.0  11.2  10.9    MM   MM   MM    MM
2019 03 31 02 00 360  6.0   MM    MM    MM    MM  MM 1024.1  11.2  10.9    MM   MM   MM    MM
2019 03 31 01 50 360  6.0   MM    MM    MM    MM  MM 1024.2  11.2  10.9    MM   MM   MM    MM
2019 03 31 01 40 360  7.0   MM    MM    MM    MM  MM 1024.2  11.2  10.9    MM   MM   MM    MM
2019 03 31 01 30 360  6.0   MM    MM    MM    MM  MM 1024.2  11.2  10.9    MM   MM   MM    MM
2019 03 31 01 20 360  7.0   MM   1.4    MM    MM 287 1024.2  11.2  11.0    MM   MM   MM    MM
2019 03 31 01 10 360  7.0   MM   1.5    13    MM  MM 1024.4  11.2  11.0    MM   MM   MM    MM
2019 03 31 01 00 360  6.0   MM    MM    MM    MM  MM 1024.4  11.2  11.0    MM   MM -1.9    MM
2019 03 31 00 50 360  7.0   MM    MM    MM    MM  MM 1024.5  11.1  11.0    MM   MM   MM    MM
2019 03 31 00 40 360  7.0   MM    MM    MM    MM  MM 1024.6  11.1  11.0    MM   MM   MM    MM
2019 03 31 00 30 360  7.0   MM    MM    MM    MM  MM 1024.7  11.1  11.1    MM   MM   MM    MM
2019 03 31 00 20 360  7.0   MM   1.4    MM    MM 286 1024.8  11.1  11.0    MM   MM   MM    MM
2019 03 31 00 10 360  7.0   MM   1.4    13    MM  MM 1025.0  11.1  11.0    MM   MM   MM    MM
2019 03 31 00 00 360  7.0   MM    MM    MM    MM  MM 1025.1  11.1  11.0    MM   MM   MM    MM
2019 03 30 23 50 360  7.0   MM    MM    MM    MM  MM 1025.2  11.1  11.0    MM   MM   MM    MM
2019 03 30 23 40 360  7.0   MM    MM    MM    MM  MM 1025.3  11.1  11.0    MM   MM   MM    MM
2019 03 30 23 30 360  7.0   MM    MM    MM    MM  MM 1025.4  11.1  11.0    MM   MM   MM    MM
2019 03 30 23 20 360  7.0   MM   1.4    MM    MM 280 1025.5  11.1  11.0    MM   MM   MM    MM
2019 03 30 23 10 360  7.0   MM   1.4    13    MM  MM 1025.5  11.0  11.0    MM   MM   MM    MM
2019 03 30 23 00 360  7.0   MM    MM    MM    MM  MM 1025.5  10.9  11.0    MM   MM -2.1    MM
2019 03 30 22 50 360  7.0   MM    MM    MM    MM  MM 1025.6  10.9  11.0    MM   MM   MM    MM
2019 03 30 22 40 360  7.0   MM    MM    MM    MM  MM 1025.9  10.8  11.0    MM   MM   MM    MM
2019 03 30 22 30 360  6.0   MM    MM    MM    MM  MM 1026.1  10.8  11.0    MM   MM   MM    MM
2019 03 30 22 20 360  6.0   MM   1.6    MM    MM 283 1026.2  10.8  11.0    MM   MM   MM    MM
2019 03 30 22 10 360  6.0   MM   1.6    13    MM  MM 1026.2  10.8  11.0    MM   MM   MM    MM
2019 03 30 22 00 360  6.0   MM    MM    MM    MM  MM 1026.4  10.8  11.0    MM   MM   MM    MM
2019 03 30 21 50 360  6.0   MM    MM    MM    MM  MM 1026.4  10.8  11.0    MM   MM   MM    MM
2019 03 30 21 40 360  7.0   MM    MM    MM    MM  MM 1026.5  10.8  11.0    MM   MM   MM    MM
2019 03 30 21 30 360  6.0   MM    MM    MM    MM  MM 1026.7  10.8  10.9    MM   MM   MM    MM
2019 03 30 21 20 350  6.0   MM   1.5    MM    MM 275 1026.8  10.7  11.0    MM   MM   MM    MM
2019 03 30 21 10 350  5.0   MM   1.5    13    MM  MM 1026.9  10.7  10.9    MM   MM   MM    MM
2019 03 30 21 00 350  6.0   MM    MM    MM    MM  MM 1026.9  10.6  11.0    MM   MM -1.4    MM
2019 03 30 20 50 350  6.0   MM    MM    MM    MM  MM 1027.0  10.5  11.0    MM   MM   MM    MM
2019 03 30 20 40 340  6.0   MM    MM    MM    MM  MM 1027.1  10.5  11.0    MM   MM   MM    MM
2019 03 30 20 30 340  5.0   MM    MM    MM    MM  MM 1027.2  10.5  11.0    MM   MM   MM    MM
2019 03 30 20 20 340  5.0   MM   1.5    MM    MM 275 1027.3  10.5  10.9    MM   MM   MM    MM
2019 03 30 20 10 340  5.0   MM   1.5    13    MM  MM 1027.4  10.4  10.9    MM   MM   MM    MM
2019 03 30 20 00 340  5.0   MM    MM    MM    MM  MM 1027.6  10.4  11.0    MM   MM   MM    MM
2019 03 30 19 50 340  5.0   MM    MM    MM    MM  MM 1027.6  10.3  10.8    MM   MM   MM    MM
2019 03 30 19 40 340  4.0   MM    MM    MM    MM  MM 1027.7  10.3  10.9    MM   MM   MM    MM
2019 03 30 19 30 340  4.0   MM    MM    MM    MM  MM 1027.8  10.2  10.9    MM   MM   MM    MM
2019 03 30 19 20 340  4.0   MM   1.7    MM    MM 272 1027.9  10.2  10.9    MM   MM   MM    MM
2019 03 30 19 10 340  4.0   MM   1.7    13    MM  MM 1028.0  10.2  11.0    MM   MM   MM    MM
2019 03 30 19 00 340  3.0   MM    MM    MM    MM  MM 1028.2  10.2  10.9    MM   MM +0.0    MM
2019 03 30 18 50 330  2.0   MM    MM    MM    MM  MM 1028.4  10.2  11.0    MM   MM   MM    MM
2019 03 30 18 40 320  2.0   MM    MM    MM    MM  MM 1028.4  10.2  11.0    MM   MM   MM    MM
2019 03 30 18 30 330  2.0   MM    MM    MM    MM  MM 1028.4  10.1  10.9    MM   MM   MM    MM
2019 03 30 18 20 340  2.0   MM   1.7    MM    MM 270 1028.4  10.2  10.9    MM   MM   MM    MM
2019 03 30 18 10 360  2.0   MM   1.7    13    MM  MM 1028.4  10.3  10.9    MM   MM   MM    MM
2019 03 30 18 00  40  2.0   MM    MM    MM    MM  MM 1028.3  10.3  10.8    MM   MM   MM    MM
2019 03 30 17 50  50  2.0   MM    MM    MM    MM  MM 1028.3  10.2  10.8    MM   MM   MM    MM
2019 03 30 17 40  40  2.0   MM    MM    MM    MM  MM 1028.3  10.1  10.8    MM   MM   MM    MM
2019 03 30 17 30  50  2.0   MM    MM    MM    MM  MM 1028.3  10.0  10.7    MM   MM   MM    MM
2019 03 30 17 20  50  2.0   MM   1.5    MM    MM 271 1028.3  10.1  10.7    MM   MM   MM    MM
2019 03 30 17 10  50  1.0   MM   1.5    13    MM  MM 1028.2  10.0  10.7    MM   MM   MM    MM
2019 03 30 17 00  40  2.0   MM    MM    MM    MM  MM 1028.2   9.9  10.7    MM   MM +0.0    MM
2019 03 30 16 50  40  2.0   MM    MM    MM    MM  MM 1028.4  10.0  10.7    MM   MM   MM    MM
2019 03 30 16 40  20  2.0   MM    MM    MM    MM  MM 1028.3  10.1  10.6    MM   MM   MM    MM
2019 03 30 16 30  30  1.0   MM    MM    MM    MM  MM 1028.5  10.2  10.6    MM   MM   MM    MM
2019 03 30 16 20  50  2.0   MM   1.8    MM    MM 269 1028.3  10.0  10.7    MM   MM   MM    MM
2019 03 30 16 10  50  3.0   MM   1.8    14    MM  MM 1028.3   9.9  10.6    MM   MM   MM    MM
2019 03 30 16 00  60  3.0   MM    MM    MM    MM  MM 1028.3  10.0  10.6    MM   MM   MM    MM
2019 03 30 15 50  60  3.0   MM    MM    MM    MM  MM 1028.4  10.1  10.6    MM   MM   MM    MM
2019 03 30 15 40  40  3.0   MM    MM    MM    MM  MM 1028.3   9.9  10.6    MM   MM   MM    MM
2019 03 30 15 30  40  3.0   MM    MM    MM    MM  MM 1028.3   9.8  10.6    MM   MM   MM    MM
2019 03 30 15 20  30  3.0   MM   1.6    MM    MM 272 1028.3   9.8  10.6    MM   MM   MM    MM
2019 03 30 15 10  40  3.0   MM   1.6    14    MM  MM 1028.4   9.7  10.6    MM   MM   MM    MM
2019 03 30 15 00  30  2.0   MM    MM    MM    MM  MM 1028.4   9.6  10.7    MM   MM +0.0    MM
2019 03 30 14 50  20  2.0   MM    MM    MM    MM  MM 1028.4   9.5  10.7    MM   MM   MM    MM
2019 03 30 14 40  50  1.0   MM    MM    MM    MM  MM 1028.5   9.3  10.7    MM   MM   MM    MM
2019 03 30 14 30  80  2.0   MM    MM    MM    MM  MM 1028.4   9.1  10.7    MM   MM   MM    MM
2019 03 30 14 20  80  3.0   MM   1.5    MM    MM 272 1028.2   8.9  10.7    MM   MM   MM    MM
2019 03 30 14 10  90  3.0   MM   1.5    14    MM  MM 1028.2   8.8  10.7    MM   MM   MM    MM
2019 03 30 14 00 100  3.0   MM    MM    MM    MM  MM 1028.3   8.7  10.8    MM   MM   MM    MM
2019 03 30 13 50 120  3.0   MM    MM    MM    MM  MM 1028.5   8.6  10.8    MM   MM   MM    MM
2019 03 30 13 40 120  3.0   MM    MM    MM    MM  MM 1028.5   8.6  10.7    MM   MM   MM    MM
2019 03 30 13 30 120  3.0   MM    MM    MM    MM  MM 1028.6   9.1  10.7    MM   MM   MM    MM
2019 03 30 13 20  90  2.0   MM   1.6    MM    MM 280 1028.5   9.4  10.7    MM   MM   MM    MM
2019 03 30 13 10  60  2.0   MM   1.6    14    MM  MM 1028.5   9.3  10.7    MM   MM   MM    MM
2019 03 30 13 00  50  2.0   MM    MM    MM    MM  MM 1028.5   9.3  10.7    MM   MM +0.0    MM
2019 03 30 12 50  50  2.0   MM    MM    MM    MM  MM 1028.4   9.3  10.7    MM   MM   MM    MM
2019 03 30 12 40  50  2.0   MM    MM    MM    MM  MM 1028.4   9.3  10.7    MM   MM   MM    MM
2019 03 30 12 30  70  2.0   MM    MM    MM    MM  MM 1028.4   9.2  10.7    MM   MM   MM    MM
2019 03 30 12 20  80  2.0   MM   1.9    MM    MM 280 1028.3   9.1  10.7    MM   MM   MM    MM
2019 03 30 12 10  90  3.0   MM   1.9    14    MM  MM 1028.3   9.2  10.8    MM   MM   MM    MM
2019 03 30 12 00  80  3.0   MM    MM    MM    MM  MM 1028.4   9.2  10.8    MM   MM   MM    MM
2019 03 30 11 50  80  3.0   MM    MM    MM    MM  MM 1028.4   9.3  10.8    MM   MM   MM    MM
2019 03 30 11 40  80  3.0   MM    MM    MM    MM  MM 1028.4   9.4  10.8    MM   MM   MM    MM
2019 03 30 11 30  90  2.0   MM    MM    MM    MM  MM 1028.5   9.4  10.8    MM   MM   MM    MM
2019 03 30 11 20  90  2.0   MM   1.7    MM    MM 265 1028.5   9.4  10.8    MM   MM   MM    MM
2019 03 30 11 10  90  2.0   MM   1.7    14    MM  MM 1028.5   9.5  10.8    MM   MM   MM    MM
2019 03 30 11 00  90  2.0   MM    MM    MM    MM  MM 1028.5   9.6  10.8    MM   MM -0.7    MM
2019 03 30 10 50  80  2.0   MM    MM    MM    MM  MM 1028.7   9.6  10.8    MM   MM   MM    MM
2019 03 30 10 40  80  2.0   MM    MM    MM    MM  MM 1028.5   9.6  10.8    MM   MM   MM    MM
2019 03 30 10 30 100  1.0   MM    MM    MM    MM  MM 1028.6   9.6  10.8    MM   MM   MM    MM
2019 03 30 10 20 130  1.0   MM   1.8    MM    MM 277 1028.7   9.7  10.8    MM   MM   MM    MM
2019 03 30 10 10 140  1.0   MM   1.8    14    MM  MM 1028.7   9.7  10.8    MM   MM   MM    MM
2019 03 30 10 00 110  2.0   MM    MM    MM    MM  MM 1028.7   9.7  10.8    MM   MM   MM    MM
2019 03 30 09 50 110  2.0   MM    MM    MM    MM  MM 1028.7   9.7  10.8    MM   MM   MM    MM
2019 03 30 09 40 120  1.0   MM    MM    MM    MM  MM 1028.8   9.7  10.8    MM   MM   MM    MM
2019 03 30 09 30 140  1.0   MM    MM    MM    MM  MM 1028.9   9.8  10.8    MM   MM   MM    MM
2019 03 30 09 20 150  2.0   MM   1.7    MM    MM 270 1028.9   9.8  10.7    MM   MM   MM    MM
2019 03 30 09 10 140  1.0   MM   1.7    14    MM  MM 1028.9   9.8  10.7    MM   MM   MM    MM
2019 03 30 09 00 120  1.0   MM    MM    MM    MM  MM 1029.0   9.9  10.7    MM   MM -0.3    MM
2019 03 30 08 50 120  1.0   MM    MM    MM    MM  MM 1028.9   9.9  10.7    MM   MM   MM    MM
2019 03 30 08 40 100  1.0   MM    MM    MM    MM  MM 1028.8   9.8  10.8    MM   MM   MM    MM
2019 03 30 08 30 110  1.0   MM    MM    MM    MM  MM 1029.0   9.9  10.8    MM   MM   MM    MM
2019 03 30 08 20 110  2.0   MM   1.9    MM    MM 265 1029.1  10.0  10.9    MM   MM   MM    MM
2019 03 30 08 10 100  2.0   MM   1.9    15    MM  MM 1029.1  10.1  10.9    MM   MM   MM    MM
2019 03 30 08 00 110  1.0   MM    MM    MM    MM  MM 1029.2  10.0  10.8    MM   MM   MM    MM
2019 03 30 07 50 140  2.0   MM    MM    MM    MM  MM 1029.1  10.1  10.8    MM   MM   MM    MM
2019 03 30 07 40 160  2.0   MM    MM    MM    MM  MM 1029.1  10.2  10.8    MM   MM   MM    MM
2019 03 30 07 30 130  2.0   MM    MM    MM    MM  MM 1029.1  10.3  10.8    MM   MM   MM    MM
2019 03 30 07 20 120  2.0   MM   1.9    MM    MM 271 1029.1  10.3  10.7    MM   MM   MM    MM
2019 03 30 07 10 130  2.0   MM   1.9    14    MM  MM 1029.2  10.3  10.7    MM   MM   MM    MM
2019 03 30 07 00 120  2.0   MM    MM    MM    MM  MM 1029.1  10.2  10.8    MM   MM +0.0    MM
2019 03 30 06 50 120  2.0   MM    MM    MM    MM  MM 1029.1  10.2  10.8    MM   MM   MM    MM
2019 03 30 06 40 110  2.0   MM    MM    MM    MM  MM 1029.2  10.2  10.8    MM   MM   MM    MM
2019 03 30 06 30 100  2.0   MM    MM    MM    MM  MM 1029.3  10.2  10.9    MM   MM   MM    MM
2019 03 30 06 20  80  2.0   MM   1.9    MM    MM 261 1029.2  10.2  10.9    MM   MM   MM    MM
2019 03 30 06 10  70  1.0   MM   1.9    14    MM  MM 1029.2  10.2  10.9    MM   MM   MM    MM
2019 03 30 06 00  90  1.0   MM    MM    MM    MM  MM 1029.2  10.2  10.9    MM   MM   MM    MM
2019 03 30 05 50 110  1.0   MM    MM    MM    MM  MM 1029.4  10.2  10.9    MM   MM   MM    MM
2019 03 30 05 40 110  1.0   MM    MM    MM    MM  MM 1029.4  10.2  10.9    MM   MM   MM    MM
2019 03 30 05 30 120  1.0   MM    MM    MM    MM  MM 1029.3  10.2  10.9    MM   MM   MM    MM
2019 03 30 05 20 110  1.0   MM   1.8    MM    MM 257 1029.4  10.2  10.9    MM   MM   MM    MM
2019 03 30 05 10  90  1.0   MM   1.8    13    MM  MM 1029.3  10.2  10.9    MM   MM   MM    MM
2019 03 30 05 00  70  1.0   MM    MM    MM    MM  MM 1029.4  10.2  10.9    MM   MM +1.3    MM
2019 03 30 04 50  60  1.0   MM    MM    MM    MM  MM 1029.3  10.3  10.9    MM   MM   MM    MM
2019 03 30 04 40  70  1.0   MM    MM    MM    MM  MM 1029.4  10.3  10.9    MM   MM   MM    MM
2019 03 30 04 30  70  1.0   MM    MM    MM    MM  MM 1029.3  10.3  10.9    MM   MM   MM    MM
