#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2019 03 08 11 20 160  5.0   MM   1.6    MM    MM 289 1014.3   5.4   9.1    MM   MM   MM    MM
2019 03 08 11 10 170  4.0   MM   1.6    14    MM  MM 1014.6   5.4   9.1    MM   MM   MM    MM
2019 03 08 11 00 180  4.0   MM    MM    MM    MM  MM 1014.6   5.3   9.1    MM   MM -1.1    MM
2019 03 08 10 50 180  3.0   MM    MM    MM    MM  MM 1014.7   5.2   9.1    MM   MM   MM    MM
2019 03 08 10 40 170  2.0   MM    MM    MM    MM  MM 1014.9   5.0   9.1    MM   MM   MM    MM
2019 03 08 10 30 180  2.0   MM    MM    MM    MM  MM 1015.0   4.9   9.1    MM   MM   MM    MM
2019 03 08 10 20 270  2.0   MM   1.4    MM    MM 291 1015.2   4.7   9.1    MM   MM   MM    MM
2019 03 08 10 10 300  5.0   MM   1.4    13    MM  MM 1015.4   4.8   9.1    MM   MM   MM    MM
2019 03 08 10 00 300  6.0   MM    MM    MM    MM  MM 1015.4   5.5   9.1    MM   MM   MM    MM
2019 03 08 09 50 250  3.0   MM    MM    MM    MM  MM 1015.3   6.5   9.2    MM   MM   MM    MM
2019 03 08 09 40 220  2.0   MM    MM    MM    MM  MM 1015.2   6.4   9.1    MM   MM   MM    MM
2019 03 08 09 30 230  2.0   MM    MM    MM    MM  MM 1015.2   6.4   9.1    MM   MM   MM    MM
2019 03 08 09 20 230  2.0   MM   1.5    MM    MM 283 1015.3   6.4   9.1    MM   MM   MM    MM
2019 03 08 09 10 240  3.0   MM   1.5    13    MM  MM 1015.4   6.3   9.1    MM   MM   MM    MM
2019 03 08 09 00 240  4.0   MM    MM    MM    MM  MM 1015.4   6.3   9.1    MM   MM -1.0    MM
2019 03 08 08 50 270  3.0   MM    MM    MM    MM  MM 1015.4   6.6   9.1    MM   MM   MM    MM
2019 03 08 08 40 300  3.0   MM    MM    MM    MM  MM 1015.4   6.7   9.1    MM   MM   MM    MM
2019 03 08 08 30 300  3.0   MM    MM    MM    MM  MM 1015.4   6.7   9.2    MM   MM   MM    MM
2019 03 08 08 20 290  3.0   MM   1.7    MM    MM 288 1015.4   6.8   9.2    MM   MM   MM    MM
2019 03 08 08 10 290  2.0   MM   1.7    13    MM  MM 1015.6   6.9   9.2    MM   MM   MM    MM
2019 03 08 08 00 310  2.0   MM    MM    MM    MM  MM 1015.7   6.9   9.2    MM   MM   MM    MM
2019 03 08 07 50 320  2.0   MM    MM    MM    MM  MM 1015.7   6.9   9.2    MM   MM   MM    MM
2019 03 08 07 40 330  2.0   MM    MM    MM    MM  MM 1015.9   6.8   9.2    MM   MM   MM    MM
2019 03 08 07 30 350  1.0   MM    MM    MM    MM  MM 1015.9   6.7   9.2    MM   MM   MM    MM
2019 03 08 07 20 350  2.0   MM   1.7    MM    MM 284 1016.0   6.7   9.2    MM   MM   MM    MM
2019 03 08 07 10 330  2.0   MM   1.7    13    MM  MM 1016.1   6.7   9.2    MM   MM   MM    MM
2019 03 08 07 00 320  2.0   MM    MM    MM    MM  MM 1016.2   6.7   9.2    MM   MM +0.0    MM
2019 03 08 06 50 300  2.0   MM    MM    MM    MM  MM 1016.3   6.7   9.2    MM   MM   MM    MM
2019 03 08 06 40 310  2.0   MM    MM    MM    MM  MM 1016.2   6.6   9.1    MM   MM   MM    MM
2019 03 08 06 30 330  2.0   MM    MM    MM    MM  MM 1016.4   6.6   9.1    MM   MM   MM    MM
2019 03 08 06 20 310  1.0   MM   1.6    MM    MM 283 1016.4   6.5   9.1    MM   MM   MM    MM
2019 03 08 06 10 350  1.0   MM   1.6    13    MM  MM 1016.4   6.5   9.1    MM   MM   MM    MM
2019 03 08 06 00 350  2.0   MM    MM    MM    MM  MM 1016.4   6.4   9.1    MM   MM   MM    MM
2019 03 08 05 50 360  2.0   MM    MM    MM    MM  MM 1016.3   6.3   9.1    MM   MM   MM    MM
2019 03 08 05 40 360  3.0   MM    MM    MM    MM  MM 1016.3   6.2   9.1    MM   MM   MM    MM
2019 03 08 05 30 350  4.0   MM    MM    MM    MM  MM 1016.3   6.3   9.1    MM   MM   MM    MM
2019 03 08 05 20 340  5.0   MM   1.6    MM    MM 281 1016.2   6.4   9.1    MM   MM   MM    MM
2019 03 08 05 10 340  6.0   MM   1.6    14    MM  MM 1016.1   6.4   9.1    MM   MM   MM    MM
2019 03 08 05 00 330  6.0   MM    MM    MM    MM  MM 1015.9   6.7   9.1    MM   MM +0.0    MM
2019 03 08 04 50 250  3.0   MM    MM    MM    MM  MM 1016.1   7.0   9.1    MM   MM   MM    MM
2019 03 08 04 40 230  3.0   MM    MM    MM    MM  MM 1016.1   6.9   9.1    MM   MM   MM    MM
2019 03 08 04 30 230  4.0   MM    MM    MM    MM  MM 1016.1   6.9   9.1    MM   MM   MM    MM
2019 03 08 04 20 230  4.0   MM   1.6    MM    MM 281 1016.1   6.9   9.2    MM   MM   MM    MM
2019 03 08 04 10 260  3.0   MM   1.6    13    MM  MM 1016.1   7.0   9.2    MM   MM   MM    MM
2019 03 08 04 00 280  2.0   MM    MM    MM    MM  MM 1016.0   7.0   9.2    MM   MM   MM    MM
2019 03 08 03 50 280  3.0   MM    MM    MM    MM  MM 1016.1   7.0   9.2    MM   MM   MM    MM
2019 03 08 03 40 280  3.0   MM    MM    MM    MM  MM 1016.2   7.0   9.2    MM   MM   MM    MM
2019 03 08 03 30 280  3.0   MM    MM    MM    MM  MM 1016.1   7.1   9.2    MM   MM   MM    MM
2019 03 08 03 20 280  3.0   MM   1.6    MM    MM 278 1016.1   7.0   9.2    MM   MM   MM    MM
2019 03 08 03 10 270  3.0   MM   1.6    13    MM  MM 1016.2   7.0   9.2    MM   MM   MM    MM
2019 03 08 03 00 270  3.0   MM    MM    MM    MM  MM 1016.2   7.0   9.2    MM   MM -0.3    MM
2019 03 08 02 50 270  3.0   MM    MM    MM    MM  MM 1016.1   7.0   9.2    MM   MM   MM    MM
2019 03 08 02 40 280  3.0   MM    MM    MM    MM  MM 1016.0   7.1   9.2    MM   MM   MM    MM
2019 03 08 02 30 290  3.0   MM    MM    MM    MM  MM 1016.0   7.0   9.2    MM   MM   MM    MM
2019 03 08 02 20 290  3.0   MM   1.7    MM    MM 282 1016.0   7.0   9.2    MM   MM   MM    MM
2019 03 08 02 10 280  4.0   MM   1.7    13    MM  MM 1016.0   7.0   9.2    MM   MM   MM    MM
2019 03 08 02 00 280  3.0   MM    MM    MM    MM  MM 1016.0   7.1   9.2    MM   MM   MM    MM
2019 03 08 01 50 280  4.0   MM    MM    MM    MM  MM 1016.1   7.2   9.2    MM   MM   MM    MM
2019 03 08 01 40 280  3.0   MM    MM    MM    MM  MM 1016.1   7.2   9.2    MM   MM   MM    MM
2019 03 08 01 30 290  4.0   MM    MM    MM    MM  MM 1016.1   7.3   9.2    MM   MM   MM    MM
2019 03 08 01 20 280  3.0   MM   1.5    MM    MM 278 1016.2   7.2   9.2    MM   MM   MM    MM
2019 03 08 01 10 280  4.0   MM   1.5    14    MM  MM 1016.2   7.0   9.2    MM   MM   MM    MM
2019 03 08 01 00 290  4.0   MM    MM    MM    MM  MM 1016.2   7.1   9.2    MM   MM +0.0    MM
2019 03 08 00 50 290  4.0   MM    MM    MM    MM  MM 1016.3   7.3   9.2    MM   MM   MM    MM
2019 03 08 00 40 300  4.0   MM    MM    MM    MM  MM 1016.3   7.4   9.2    MM   MM   MM    MM
2019 03 08 00 30 270  3.0   MM    MM    MM    MM  MM 1016.3   7.2   9.2    MM   MM   MM    MM
2019 03 08 00 20 280  4.0   MM   1.7    MM    MM 282 1016.4   7.1   9.2    MM   MM   MM    MM
2019 03 08 00 10 270  5.0   MM   1.7    14    MM  MM 1016.4   7.0   9.2    MM   MM   MM    MM
2019 03 08 00 00 280  6.0   MM    MM    MM    MM  MM 1016.4   6.9   9.2    MM   MM   MM    MM
2019 03 07 23 50 280  7.0   MM    MM    MM    MM  MM 1016.4   6.9   9.2    MM   MM   MM    MM
2019 03 07 23 40 280  6.0   MM    MM    MM    MM  MM 1016.4   7.3   9.2    MM   MM   MM    MM
2019 03 07 23 30 290  4.0   MM    MM    MM    MM  MM 1016.4   7.4   9.2    MM   MM   MM    MM
2019 03 07 23 20 290  5.0   MM   1.4    MM    MM 278 1016.4   7.3   9.2    MM   MM   MM    MM
2019 03 07 23 10 290  5.0   MM   1.5    13    MM  MM 1016.4   7.1   9.2    MM   MM   MM    MM
2019 03 07 23 00 290  6.0   MM    MM    MM    MM  MM 1016.3   7.2   9.2    MM   MM +0.0    MM
2019 03 07 22 50 280  7.0   MM    MM    MM    MM  MM 1016.3   7.3   9.2    MM   MM   MM    MM
2019 03 07 22 40 270  5.0   MM    MM    MM    MM  MM 1016.4   7.6   9.2    MM   MM   MM    MM
2019 03 07 22 30 270  5.0   MM    MM    MM    MM  MM 1016.4   7.6   9.2    MM   MM   MM    MM
2019 03 07 22 20 280  5.0   MM   1.6    MM    MM 276 1016.4   7.6   9.2    MM   MM   MM    MM
2019 03 07 22 10 280  5.0   MM   1.6    15    MM  MM 1016.4   7.4   9.2    MM   MM   MM    MM
2019 03 07 22 00 270  5.0   MM    MM    MM    MM  MM 1016.3   7.5   9.2    MM   MM   MM    MM
2019 03 07 21 50 270  5.0   MM    MM    MM    MM  MM 1016.3   7.5   9.2    MM   MM   MM    MM
2019 03 07 21 40 280  5.0   MM    MM    MM    MM  MM 1016.3   7.6   9.1    MM   MM   MM    MM
2019 03 07 21 30 280  5.0   MM    MM    MM    MM  MM 1016.3   7.5   9.1    MM   MM   MM    MM
2019 03 07 21 20 270  6.0   MM   1.7    MM    MM 280 1016.2   7.3   9.1    MM   MM   MM    MM
2019 03 07 21 10 270  6.0   MM   1.7    15    MM  MM 1016.3   7.3   9.1    MM   MM   MM    MM
2019 03 07 21 00 280  6.0   MM    MM    MM    MM  MM 1016.2   7.3   9.1    MM   MM +0.8    MM
2019 03 07 20 50 280  6.0   MM    MM    MM    MM  MM 1016.2   7.4   9.1    MM   MM   MM    MM
2019 03 07 20 40 270  6.0   MM    MM    MM    MM  MM 1016.3   7.6   9.0    MM   MM   MM    MM
2019 03 07 20 30 260  6.0   MM    MM    MM    MM  MM 1016.3   7.6   9.0    MM   MM   MM    MM
2019 03 07 20 20 260  6.0   MM   1.6    MM    MM 273 1016.4   7.7   9.0    MM   MM   MM    MM
2019 03 07 20 10 270  5.0   MM   1.6    15    MM  MM 1016.3   7.6   9.0    MM   MM   MM    MM
2019 03 07 20 00 260  5.0   MM    MM    MM    MM  MM 1016.4   7.5   9.0    MM   MM   MM    MM
2019 03 07 19 50 250  4.0   MM    MM    MM    MM  MM 1016.3   7.3   9.0    MM   MM   MM    MM
2019 03 07 19 40 230  4.0   MM    MM    MM    MM  MM 1016.2   7.2   9.0    MM   MM   MM    MM
2019 03 07 19 30 240  4.0   MM    MM    MM    MM  MM 1016.3   7.2   9.0    MM   MM   MM    MM
2019 03 07 19 20 260  4.0   MM   1.6    MM    MM 278 1016.2   7.1   8.9    MM   MM   MM    MM
2019 03 07 19 10 260  4.0   MM   1.6    14    MM  MM 1016.1   7.2   8.9    MM   MM   MM    MM
2019 03 07 19 00 260  4.0   MM    MM    MM    MM  MM 1016.0   7.1   8.9    MM   MM +1.6    MM
2019 03 07 18 50 260  4.0   MM    MM    MM    MM  MM 1015.9   7.0   8.9    MM   MM   MM    MM
2019 03 07 18 40 270  4.0   MM    MM    MM    MM  MM 1015.8   6.9   8.9    MM   MM   MM    MM
2019 03 07 18 30 260  4.0   MM    MM    MM    MM  MM 1015.7   6.7   8.9    MM   MM   MM    MM
2019 03 07 18 20 260  4.0   MM   1.6    MM    MM 280 1015.6   6.4   8.9    MM   MM   MM    MM
2019 03 07 18 10 280  4.0   MM   1.6    15    MM  MM 1015.5   6.2   8.9    MM   MM   MM    MM
2019 03 07 18 00 290  5.0   MM    MM    MM    MM  MM 1015.4   5.8   8.9    MM   MM   MM    MM
2019 03 07 17 50 290  6.0   MM    MM    MM    MM  MM 1015.5   5.5   8.9    MM   MM   MM    MM
2019 03 07 17 40 260  4.0   MM    MM    MM    MM  MM 1015.6   5.1   8.9    MM   MM   MM    MM
2019 03 07 17 30 270  6.0   MM    MM    MM    MM  MM 1015.6   5.1   8.9    MM   MM   MM    MM
2019 03 07 17 20 260  3.0   MM   1.6    MM    MM 276 1015.4   5.9   8.9    MM   MM   MM    MM
2019 03 07 17 10 270  5.0   MM   1.6    14    MM  MM 1015.3   6.1   8.9    MM   MM   MM    MM
2019 03 07 17 00 280  6.0   MM    MM    MM    MM  MM 1015.0   6.7   8.9    MM   MM +2.1    MM
2019 03 07 16 50 300  6.0   MM    MM    MM    MM  MM 1014.8   6.6   8.9    MM   MM   MM    MM
2019 03 07 16 40 310  4.0   MM    MM    MM    MM  MM 1014.8   6.8   8.9    MM   MM   MM    MM
2019 03 07 16 30 230  3.0   MM    MM    MM    MM  MM 1014.7   6.6   8.9    MM   MM   MM    MM
2019 03 07 16 20 250  3.0   MM   1.6    MM    MM 276 1014.6   6.2   8.9    MM   MM   MM    MM
2019 03 07 16 10 230  5.0   MM   1.6    15    MM  MM 1014.6   5.9   8.9    MM   MM   MM    MM
2019 03 07 16 00 240  7.0   MM    MM    MM    MM  MM 1014.5   5.7   8.9    MM   MM   MM    MM
2019 03 07 15 50 230  5.0   MM    MM    MM    MM  MM 1014.4   6.2   8.9    MM   MM   MM    MM
2019 03 07 15 40 260  5.0   MM    MM    MM    MM  MM 1014.3   6.5   8.9    MM   MM   MM    MM
2019 03 07 15 30 250  4.0   MM    MM    MM    MM  MM 1014.1   6.6   8.9    MM   MM   MM    MM
2019 03 07 15 20 260  4.0   MM   1.6    MM    MM 276 1014.0   6.3   8.9    MM   MM   MM    MM
2019 03 07 15 10 280  3.0   MM   1.6    13    MM  MM 1013.9   5.8   8.9    MM   MM   MM    MM
2019 03 07 15 00 300  5.0   MM    MM    MM    MM  MM 1013.9   5.7   8.9    MM   MM +1.9    MM
2019 03 07 14 50 280  8.0   MM    MM    MM    MM  MM 1013.8   6.3   8.9    MM   MM   MM    MM
2019 03 07 14 40 260  5.0   MM    MM    MM    MM  MM 1013.6   6.6   8.8    MM   MM   MM    MM
2019 03 07 14 30 250  7.0   MM    MM    MM    MM  MM 1013.4   6.5   8.8    MM   MM   MM    MM
2019 03 07 14 20 260  7.0   MM   1.6    MM    MM 272 1013.2   7.0   8.8    MM   MM   MM    MM
2019 03 07 14 10 270  7.0   MM   1.6    15    MM  MM 1013.2   6.9   8.8    MM   MM   MM    MM
2019 03 07 14 00 270  8.0   MM    MM    MM    MM  MM 1013.0   6.8   8.8    MM   MM   MM    MM
2019 03 07 13 50 270  8.0   MM    MM    MM    MM  MM 1012.8   7.1   8.8    MM   MM   MM    MM
2019 03 07 13 40 260  8.0   MM    MM    MM    MM  MM 1012.8   7.0   8.8    MM   MM   MM    MM
2019 03 07 13 30 270  9.0   MM    MM    MM    MM  MM 1012.7   6.8   8.8    MM   MM   MM    MM
2019 03 07 13 20 270  8.0   MM   1.2    MM    MM 268 1012.6   6.8   8.8    MM   MM   MM    MM
2019 03 07 13 10 290  5.0   MM   1.3    13    MM  MM 1012.6   6.7   8.8    MM   MM   MM    MM
2019 03 07 13 00 250  6.0   MM    MM    MM    MM  MM 1012.6   7.1   8.8    MM   MM +1.1    MM
2019 03 07 12 50 250  6.0   MM    MM    MM    MM  MM 1012.4   7.3   8.8    MM   MM   MM    MM
2019 03 07 12 40 240  7.0   MM    MM    MM    MM  MM 1012.4   7.2   8.8    MM   MM   MM    MM
2019 03 07 12 30 250  7.0   MM    MM    MM    MM  MM 1012.3   7.2   8.8    MM   MM   MM    MM
2019 03 07 12 20 260  6.0   MM   1.3    MM    MM 274 1012.2   7.0   8.8    MM   MM   MM    MM
2019 03 07 12 10 270  5.0   MM   1.3    15    MM  MM 1012.2   6.9   8.9    MM   MM   MM    MM
2019 03 07 12 00 220  6.0   MM    MM    MM    MM  MM 1012.0   6.7   8.9    MM   MM   MM    MM
2019 03 07 11 50 220  6.0   MM    MM    MM    MM  MM 1011.9   6.5   8.8    MM   MM   MM    MM
2019 03 07 11 40 220  5.0   MM    MM    MM    MM  MM 1011.9   6.2   8.8    MM   MM   MM    MM
2019 03 07 11 30 220  6.0   MM    MM    MM    MM  MM 1012.1   6.0   8.8    MM   MM   MM    MM
2019 03 07 11 20 250  5.0   MM   1.5    MM    MM 278 1012.2   5.8   8.8    MM   MM   MM    MM
2019 03 07 11 10 270  8.0   MM   1.5    15    MM  MM 1011.9   6.5   8.8    MM   MM   MM    MM
2019 03 07 11 00 280  7.0   MM    MM    MM    MM  MM 1011.9   6.7   8.8    MM   MM +1.4    MM
2019 03 07 10 50 260  7.0   MM    MM    MM    MM  MM 1011.8   7.4   8.8    MM   MM   MM    MM
2019 03 07 10 40 240  6.0   MM    MM    MM    MM  MM 1011.6   7.4   8.8    MM   MM   MM    MM
2019 03 07 10 30 240  7.0   MM    MM    MM    MM  MM 1011.6   7.3   8.8    MM   MM   MM    MM
2019 03 07 10 20 250  7.0   MM   1.4    MM    MM 269 1011.6   7.3   8.8    MM   MM   MM    MM
2019 03 07 10 10 250  7.0   MM   1.4    17    MM  MM 1011.6   7.2   8.8    MM   MM   MM    MM
2019 03 07 10 00 260  6.0   MM    MM    MM    MM  MM 1011.5   7.3   8.8    MM   MM   MM    MM
2019 03 07 09 50 250  6.0   MM    MM    MM    MM  MM 1011.3   7.3   8.8    MM   MM   MM    MM
2019 03 07 09 40 220  6.0   MM    MM    MM    MM  MM 1011.3   6.8   8.8    MM   MM   MM    MM
2019 03 07 09 30 220  6.0   MM    MM    MM    MM  MM 1011.3   6.8   8.8    MM   MM   MM    MM
2019 03 07 09 20 220  7.0   MM   1.2    MM    MM 270 1011.1   6.8   8.8    MM   MM   MM    MM
2019 03 07 09 10 220  6.0   MM   1.2    17    MM  MM 1010.9   7.0   8.8    MM   MM   MM    MM
2019 03 07 09 00 230  7.0   MM    MM    MM    MM  MM 1010.9   7.1   8.9    MM   MM +1.2    MM
2019 03 07 08 50 240  7.0   MM    MM    MM    MM  MM 1010.8   7.1   8.9    MM   MM   MM    MM
2019 03 07 08 40 230  7.0   MM    MM    MM    MM  MM 1010.7   7.1   8.8    MM   MM   MM    MM
2019 03 07 08 30 230  7.0   MM    MM    MM    MM  MM 1010.6   6.9   8.8    MM   MM   MM    MM
2019 03 07 08 20 210  6.0   MM   1.3    MM    MM 272 1010.6   6.5   8.8    MM   MM   MM    MM
2019 03 07 08 10 210  7.0   MM   1.3    10    MM  MM 1010.5   6.4   8.8    MM   MM   MM    MM
2019 03 07 08 00 220  7.0   MM    MM    MM    MM  MM 1010.4   6.5   8.8    MM   MM   MM    MM
2019 03 07 07 50 240  7.0   MM    MM    MM    MM  MM 1010.4   6.6   8.8    MM   MM   MM    MM
2019 03 07 07 40 250  9.0   MM    MM    MM    MM  MM 1010.3   6.8   8.8    MM   MM   MM    MM
2019 03 07 07 30 250  9.0   MM    MM    MM    MM  MM 1010.2   6.8   8.8    MM   MM   MM    MM
2019 03 07 07 20 240  9.0   MM   1.3    MM    MM 281 1010.0   7.6   8.8    MM   MM   MM    MM
2019 03 07 07 10 220  6.0   MM   1.3    11    MM  MM 1010.0   7.8   8.8    MM   MM   MM    MM
2019 03 07 07 00 220  5.0   MM    MM    MM    MM  MM 1010.0   7.8   8.8    MM   MM +1.8    MM
2019 03 07 06 50 220  5.0   MM    MM    MM    MM  MM 1010.0   7.8   8.8    MM   MM   MM    MM
2019 03 07 06 40 220  5.0   MM    MM    MM    MM  MM 1009.9   7.7   8.8    MM   MM   MM    MM
2019 03 07 06 30 210  5.0   MM    MM    MM    MM  MM 1009.9   7.7   8.8    MM   MM   MM    MM
2019 03 07 06 20 210  5.0   MM   1.3    MM    MM 280 1009.9   7.6   8.8    MM   MM   MM    MM
2019 03 07 06 10 230  5.0   MM   1.3    11    MM  MM 1009.8   7.7   8.9    MM   MM   MM    MM
2019 03 07 06 00 220  5.0   MM    MM    MM    MM  MM 1009.7   7.6   8.9    MM   MM   MM    MM
2019 03 07 05 50 230  5.0   MM    MM    MM    MM  MM 1009.6   7.6   8.9    MM   MM   MM    MM
2019 03 07 05 40 210  3.0   MM    MM    MM    MM  MM 1009.5   7.3   8.9    MM   MM   MM    MM
2019 03 07 05 30 210  3.0   MM    MM    MM    MM  MM 1009.4   7.1   8.9    MM   MM   MM    MM
2019 03 07 05 20 180  1.0   MM   1.4    MM    MM 275 1009.2   6.7   8.9    MM   MM   MM    MM
2019 03 07 05 10  MM  0.0   MM   1.4    11    MM  MM 1009.1   6.6   8.9    MM   MM   MM    MM
2019 03 07 05 00  MM  0.0   MM    MM    MM    MM  MM 1009.0   6.6   8.9    MM   MM +2.4    MM
2019 03 07 04 50 350  1.0   MM    MM    MM    MM  MM 1008.8   6.5   8.9    MM   MM   MM    MM
2019 03 07 04 40 350  2.0   MM    MM    MM    MM  MM 1008.7   6.5   8.9    MM   MM   MM    MM
2019 03 07 04 30 350  2.0   MM    MM    MM    MM  MM 1008.6   6.4   8.9    MM   MM   MM    MM
2019 03 07 04 20 350  4.0   MM   1.6    MM    MM 265 1008.5   6.3   8.9    MM   MM   MM    MM
2019 03 07 04 10 340  5.0   MM   1.6    10    MM  MM 1008.3   6.3   8.9    MM   MM   MM    MM
2019 03 07 04 00 330  5.0   MM    MM    MM    MM  MM 1008.2   6.3   8.9    MM   MM   MM    MM
2019 03 07 03 50 330  5.0   MM    MM    MM    MM  MM 1008.0   6.2   8.9    MM   MM   MM    MM
2019 03 07 03 40 320  6.0   MM    MM    MM    MM  MM 1007.9   6.6   8.9    MM   MM   MM    MM
2019 03 07 03 30 300  6.0   MM    MM    MM    MM  MM 1007.8   7.3   8.9    MM   MM   MM    MM
2019 03 07 03 20 290  3.0   MM   1.4    MM    MM 275 1007.6   7.5   8.9    MM   MM   MM    MM
2019 03 07 03 10 290  3.0   MM   1.4    11    MM  MM 1007.5   7.5   8.9    MM   MM   MM    MM
2019 03 07 03 00 290  3.0   MM    MM    MM    MM  MM 1007.3   7.4   8.9    MM   MM +2.4    MM
2019 03 07 02 50 300  3.0   MM    MM    MM    MM  MM 1007.2   7.5   8.9    MM   MM   MM    MM
2019 03 07 02 40 310  4.0   MM    MM    MM    MM  MM 1007.2   7.5   8.9    MM   MM   MM    MM
2019 03 07 02 30 310  4.0   MM    MM    MM    MM  MM 1007.0   7.5   8.9    MM   MM   MM    MM
2019 03 07 02 20 310  5.0   MM   1.5    MM    MM 267 1006.8   7.5   8.9    MM   MM   MM    MM
2019 03 07 02 10 310  4.0   MM   1.5    11    MM  MM 1006.7   7.5   8.9    MM   MM   MM    MM
2019 03 07 02 00 320  4.0   MM    MM    MM    MM  MM 1006.6   7.5   8.9    MM   MM   MM    MM
2019 03 07 01 50 310  5.0   MM    MM    MM    MM  MM 1006.4   7.5   8.9    MM   MM   MM    MM
2019 03 07 01 40 320  5.0   MM    MM    MM    MM  MM 1006.3   7.5   8.9    MM   MM   MM    MM
2019 03 07 01 30 310  5.0   MM    MM    MM    MM  MM 1006.1   7.6   8.9    MM   MM   MM    MM
2019 03 07 01 20 310  5.0   MM   1.6    MM    MM 249 1006.0   7.6   8.9    MM   MM   MM    MM
2019 03 07 01 10 310  6.0   MM   1.6    11    MM  MM 1005.9   7.6   8.9    MM   MM   MM    MM
2019 03 07 01 00 310  6.0   MM    MM    MM    MM  MM 1005.8   7.7   8.9    MM   MM +2.6    MM
2019 03 07 00 50 310  6.0   MM    MM    MM    MM  MM 1005.7   7.8   8.9    MM   MM   MM    MM
2019 03 07 00 40 310  6.0   MM    MM    MM    MM  MM 1005.5   7.7   8.9    MM   MM   MM    MM
2019 03 07 00 30 310  6.0   MM    MM    MM    MM  MM 1005.3   7.5   8.9    MM   MM   MM    MM
2019 03 07 00 20 340  4.0   MM   1.4    MM    MM 271 1005.3   7.4   8.9    MM   MM   MM    MM
2019 03 07 00 10 350  5.0   MM   1.4    11    MM  MM 1005.0   7.4   8.9    MM   MM   MM    MM
2019 03 07 00 00 340  5.0   MM    MM    MM    MM  MM 1004.9   7.3   8.9    MM   MM   MM    MM
2019 03 06 23 50 340  5.0   MM    MM    MM    MM  MM 1004.7   7.2   8.9    MM   MM   MM    MM
2019 03 06 23 40 350  5.0   MM    MM    MM    MM  MM 1004.6   7.2   8.9    MM   MM   MM    MM
2019 03 06 23 30 340  5.0   MM    MM    MM    MM  MM 1004.4   7.2   8.9    MM   MM   MM    MM
2019 03 06 23 20 340  6.0   MM   1.1    MM    MM 271 1004.3   7.2   8.9    MM   MM   MM    MM
2019 03 06 23 10 340  6.0   MM   1.1    11    MM  MM 1004.0   7.2   8.9    MM   MM   MM    MM
2019 03 06 23 00 340  6.0   MM    MM    MM    MM  MM 1004.0   7.2   8.9    MM   MM +1.9    MM
2019 03 06 22 50 340  7.0   MM    MM    MM    MM  MM 1003.8   7.1   8.9    MM   MM   MM    MM
2019 03 06 22 40 340  6.0   MM    MM    MM    MM  MM 1003.7   6.7   8.9    MM   MM   MM    MM
2019 03 06 22 30 220  1.0   MM    MM    MM    MM  MM 1003.7   6.0   8.9    MM   MM   MM    MM
2019 03 06 22 20 220  2.0   MM   1.2    MM    MM 260 1003.5   5.9   8.9    MM   MM   MM    MM
2019 03 06 22 10 210  1.0   MM   1.2    11    MM  MM 1003.3   5.9   8.9    MM   MM   MM    MM
2019 03 06 22 00 190  1.0   MM    MM    MM    MM  MM 1003.2   5.8   8.9    MM   MM   MM    MM
2019 03 06 21 50 180  1.0   MM    MM    MM    MM  MM 1003.1   5.6   8.9    MM   MM   MM    MM
2019 03 06 21 40 160  2.0   MM    MM    MM    MM  MM 1002.9   5.5   8.9    MM   MM   MM    MM
2019 03 06 21 30 160  2.0   MM    MM    MM    MM  MM 1002.9   5.5   8.9    MM   MM   MM    MM
2019 03 06 21 20 160  2.0   MM   1.1    MM    MM 271 1002.7   5.5   8.9    MM   MM   MM    MM
2019 03 06 21 10 160  2.0   MM   1.1    11    MM  MM 1002.7   5.3   8.9    MM   MM   MM    MM
2019 03 06 21 00 150  2.0   MM    MM    MM    MM  MM 1002.6   5.1   8.9    MM   MM +1.5    MM
2019 03 06 20 50 140  2.0   MM    MM    MM    MM  MM 1002.5   5.0   8.9    MM   MM   MM    MM
2019 03 06 20 40 140  2.0   MM    MM    MM    MM  MM 1002.5   5.0   8.9    MM   MM   MM    MM
2019 03 06 20 30 130  2.0   MM    MM    MM    MM  MM 1002.3   4.9   8.8    MM   MM   MM    MM
2019 03 06 20 20 120  2.0   MM   1.0    MM    MM 300 1002.2   4.9   8.8    MM   MM   MM    MM
2019 03 06 20 10 110  2.0   MM   1.0    12    MM  MM 1002.2   4.8   8.8    MM   MM   MM    MM
2019 03 06 20 00 120  3.0   MM    MM    MM    MM  MM 1002.1   4.8   8.8    MM   MM   MM    MM
2019 03 06 19 50 120  3.0   MM    MM    MM    MM  MM 1001.9   4.7   8.8    MM   MM   MM    MM
2019 03 06 19 40 110  3.0   MM    MM    MM    MM  MM 1001.9   4.5   8.8    MM   MM   MM    MM
2019 03 06 19 30 110  3.0   MM    MM    MM    MM  MM 1001.8   4.6   8.8    MM   MM   MM    MM
2019 03 06 19 20 110  3.0   MM   0.9    MM    MM 311 1001.7   4.5   8.8    MM   MM   MM    MM
2019 03 06 19 10 110  3.0   MM   0.9    12    MM  MM 1001.5   4.5   8.8    MM   MM   MM    MM
2019 03 06 19 00 110  3.0   MM    MM    MM    MM  MM 1001.5   4.5   8.8    MM   MM +1.3    MM
