Time_UTC,MODAQ_Va_V,MODAQ_Vb_V,MODAQ_Vc_V,MODAQ_Ia_I,MODAQ_Ib_I,MODAQ_Ic_I
2020-02-24 18:15:21.501058234,11502.933532714844,-5160.026123046875,-5654.468811035156,-25.277557373046875,11.8304443359375,13.438720703125
2020-02-24 18:15:21.501078235,11487.205810546875,-5119.520843505859,-5728.134857177734,-25.33843994140625,11.658172607421875,13.5369873046875
2020-02-24 18:15:21.501098236,11469.935546875,-5079.050445556641,-5799.510345458984,-25.296478271484375,11.4764404296875,13.686065673828125
2020-02-24 18:15:21.501118236,11450.762298583984,-5038.0645751953125,-5868.052673339844,-25.23162841796875,11.334075927734375,13.809967041015625
2020-02-24 18:15:21.501138236,11428.36831665039,-4993.776580810547,-5934.668762207031,-25.159149169921875,11.146240234375,13.89404296875
2020-02-24 18:15:21.501158237,11405.497619628906,-4948.232849121094,-6000.250030517578,-25.1043701171875,10.950469970703125,14.0142822265625
2020-02-24 18:15:21.501178238,11382.014556884766,-4899.735809326172,-6064.118225097656,-25.05218505859375,10.83892822265625,14.215545654296875
2020-02-24 18:15:21.501198238,11358.236938476562,-4848.719543457031,-6127.924407958984,-25.045013427734375,10.521392822265625,14.31793212890625
2020-02-24 18:15:21.501218238,11336.184020996094,-4795.850677490234,-6192.060028076172,-24.884490966796875,10.3387451171875,14.582977294921875
2020-02-24 18:15:21.501238239,11316.18911743164,-4739.482025146484,-6256.970794677734,-24.87091064453125,10.038299560546875,14.707183837890625
2020-02-24 18:15:21.501258240,11298.263854980469,-4681.0631103515625,-6323.141174316406,-24.890594482421875,9.779815673828125,14.912872314453125
2020-02-24 18:15:21.501278240,11283.435302734375,-4619.667633056641,-6391.028503417969,-24.761962890625,9.5245361328125,15.121917724609375
2020-02-24 18:15:21.501298240,11270.281066894531,-4553.1639404296875,-6461.748992919922,-24.739990234375,9.26361083984375,15.348663330078125
2020-02-24 18:15:21.501318241,11258.359313964844,-4482.303924560547,-6534.0662841796875,-24.720458984375,9.046478271484375,15.62042236328125
2020-02-24 18:15:21.501338242,11244.829132080078,-4406.269805908203,-6606.875793457031,-24.687652587890625,8.771514892578125,15.767822265625
2020-02-24 18:15:21.501358242,11230.457916259766,-4325.526672363281,-6680.634857177734,-24.67010498046875,8.589630126953125,15.998077392578125
2020-02-24 18:15:21.501378242,11214.850341796875,-4239.214111328125,-6754.618713378906,-24.561767578125,8.348846435546875,16.1248779296875
2020-02-24 18:15:21.501398243,11196.456115722656,-4145.146209716797,-6829.904815673828,-24.549560546875,8.098602294921875,16.297760009765625
2020-02-24 18:15:21.501418244,11178.054138183594,-4047.5126342773438,-6906.80322265625,-24.484100341796875,7.904052734375,16.5191650390625
2020-02-24 18:15:21.501438244,11158.128997802734,-3945.5149841308594,-6983.275299072266,-24.448394775390625,7.703094482421875,16.62322998046875
2020-02-24 18:15:21.501458244,11137.025634765625,-3838.5680236816406,-7060.224090576172,-24.418487548828125,7.5518798828125,16.768646240234375
