time_index,frequency,direction,87,58
1995-01-01 01:00:00+00:00,0.0999,112.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0999,127.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0999,142.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0999,157.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0999,172.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0999,187.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0999,202.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0999,217.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0999,232.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0999,247.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0999,262.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0999,277.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.0999,292.5,0.0,2.7446033e-05
1995-01-01 01:00:00+00:00,0.0999,307.5,0.000912588,0.0013997477
1995-01-01 01:00:00+00:00,0.0999,322.5,0.0062844125,0.0071085226
1995-01-01 01:00:00+00:00,0.0999,337.5,0.008773289,0.009661004
1995-01-01 01:00:00+00:00,0.0999,352.5,0.008503661,0.009798233
1995-01-01 01:00:00+00:00,0.1099,7.5,0.004500718,0.0061479113
1995-01-01 01:00:00+00:00,0.1099,22.5,0.008213292,0.014546397
1995-01-01 01:00:00+00:00,0.1099,37.5,0.039241284,0.04545063
1995-01-01 01:00:00+00:00,0.1099,52.5,0.09159065,0.090517014
1995-01-01 01:00:00+00:00,0.1099,67.5,0.022068037,0.026512867
1995-01-01 01:00:00+00:00,0.1099,82.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1099,97.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1099,112.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1099,127.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1099,142.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1099,157.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1099,172.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1099,187.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1099,202.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1099,217.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1099,232.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1099,247.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1099,262.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1099,277.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1099,292.5,0.0,2.7446033e-05
1995-01-01 01:00:00+00:00,0.1099,307.5,0.00053925655,0.0007684889
1995-01-01 01:00:00+00:00,0.1099,322.5,0.0024888762,0.0028269414
1995-01-01 01:00:00+00:00,0.1099,337.5,0.0033392424,0.0037326603
1995-01-01 01:00:00+00:00,0.1099,352.5,0.00391998,0.0044737034
1995-01-01 01:00:00+00:00,0.1209,7.5,0.0018044353,0.002387805
1995-01-01 01:00:00+00:00,0.1209,22.5,0.0042933114,0.0063674795
1995-01-01 01:00:00+00:00,0.1209,37.5,0.018002871,0.02138046
1995-01-01 01:00:00+00:00,0.1209,52.5,0.046189394,0.05063793
1995-01-01 01:00:00+00:00,0.1209,67.5,0.010702168,0.012433053
1995-01-01 01:00:00+00:00,0.1209,82.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,97.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,112.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,127.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,142.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,157.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,172.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,187.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,202.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,217.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,232.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,247.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,262.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,277.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,292.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1209,307.5,0.00020740635,0.00027446033
1995-01-01 01:00:00+00:00,0.1209,322.5,0.0007466629,0.000850827
1995-01-01 01:00:00+00:00,0.1209,337.5,0.0011614755,0.0012899635
1995-01-01 01:00:00+00:00,0.1209,352.5,0.0014725851,0.0015095318
1995-01-01 01:00:00+00:00,0.1329,7.5,0.0008296254,0.0011801794
1995-01-01 01:00:00+00:00,0.1329,22.5,0.003131836,0.004116905
1995-01-01 01:00:00+00:00,0.1329,37.5,0.00912588,0.010813737
1995-01-01 01:00:00+00:00,0.1329,52.5,0.02123841,0.023301682
1995-01-01 01:00:00+00:00,0.1329,67.5,0.00717626,0.0084808245
1995-01-01 01:00:00+00:00,0.1329,82.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1329,97.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1329,112.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1329,127.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1329,142.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1329,157.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1329,172.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1329,187.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1329,202.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1329,217.5,0.0,0.0
1995-01-01 01:00:00+00:00,0.1329,232.5,0.0,0.0
