,Tanana
2011-01-13 00:00:00+00:00,201.04959150243855
2011-01-14 00:00:00+00:00,201.04959150243855
2011-01-15 00:00:00+00:00,201.04959150243855
2011-01-16 00:00:00+00:00,201.04959150243855
2011-01-17 00:00:00+00:00,201.04959150243855
2011-01-18 00:00:00+00:00,201.04959150243855
2011-01-19 00:00:00+00:00,201.04959150243855
2011-01-20 00:00:00+00:00,201.04959150243855
2011-01-21 00:00:00+00:00,198.2179071150803
2011-01-22 00:00:00+00:00,198.2179071150803
2011-01-23 00:00:00+00:00,198.2179071150803
2011-01-24 00:00:00+00:00,198.2179071150803
2011-01-25 00:00:00+00:00,198.2179071150803
2011-01-26 00:00:00+00:00,198.2179071150803
2011-01-27 00:00:00+00:00,198.2179071150803
2011-01-28 00:00:00+00:00,198.2179071150803
2011-01-29 00:00:00+00:00,198.2179071150803
2011-01-30 00:00:00+00:00,198.2179071150803
2011-01-31 00:00:00+00:00,198.2179071150803
2011-02-01 00:00:00+00:00,198.2179071150803
2011-02-02 00:00:00+00:00,198.2179071150803
2011-02-03 00:00:00+00:00,198.2179071150803
2011-02-04 00:00:00+00:00,198.2179071150803
2011-02-05 00:00:00+00:00,198.2179071150803
2011-02-06 00:00:00+00:00,198.2179071150803
2011-02-07 00:00:00+00:00,198.2179071150803
2011-02-08 00:00:00+00:00,198.2179071150803
2011-02-09 00:00:00+00:00,198.2179071150803
2011-02-10 00:00:00+00:00,198.2179071150803
2011-02-11 00:00:00+00:00,198.2179071150803
2011-02-12 00:00:00+00:00,195.38622272772201
2011-02-13 00:00:00+00:00,195.38622272772201
2011-02-14 00:00:00+00:00,195.38622272772201
2011-02-15 00:00:00+00:00,195.38622272772201
2011-02-16 00:00:00+00:00,195.38622272772201
2011-02-17 00:00:00+00:00,195.38622272772201
2011-02-18 00:00:00+00:00,195.38622272772201
2011-02-19 00:00:00+00:00,195.38622272772201
2011-02-20 00:00:00+00:00,192.5545383403637
2011-02-21 00:00:00+00:00,192.5545383403637
2011-02-22 00:00:00+00:00,192.5545383403637
2011-02-23 00:00:00+00:00,192.5545383403637
2011-02-24 00:00:00+00:00,192.5545383403637
2011-02-25 00:00:00+00:00,192.5545383403637
2011-02-26 00:00:00+00:00,192.5545383403637
2011-02-27 00:00:00+00:00,192.5545383403637
2011-02-28 00:00:00+00:00,189.72285395300545
2011-03-01 00:00:00+00:00,189.72285395300545
2011-03-02 00:00:00+00:00,189.72285395300545
